year,state,district,c1_x,c2_x,c1_party_x,c2_party_x,c1_votes,c2_votes,winner,winner_party,c1_y,c2_y,c1_party_y,c2_party_y,c1_pct,c2_pct
2020,PENNSYLVANIA,10,SCOTT G PERRY,EUGENE A DEPASQUALE,REPUBLICAN,DEMOCRAT,208896,182938.0,SCOTT G PERRY,REPUBLICAN,SCOTT PERRY,EUGENE A. DEPASQUALE,REP,DEM,50.0,47.0
2020,PENNSYLVANIA,16,GEORGE J KELLY JR,KRISTY MARIE GNIBUS,REPUBLICAN,DEMOCRAT,210088,143962.0,GEORGE J KELLY JR,REPUBLICAN,MIKE KELLY,KRISTY MARIE GNIBUS,REP,DEM,48.0,40.0
2020,PENNSYLVANIA,17,CONOR J LAMB,RICHARD SEAN PARNELL,DEMOCRAT,REPUBLICAN,222253,212284.0,CONOR J LAMB,DEMOCRAT,CONOR LAMB,RICHARD SEAN PARNELL,DEM,REP,54.0,36.0
2020,SOUTH CAROLINA,1,NANCY MACE,JOE CUNNINGHAM,REPUBLICAN,DEMOCRAT,216042,210627.0,NANCY MACE,REPUBLICAN,NANCY MACE,KATHY LANDING,REP,REP,45.06,44.81
2020,TEXAS,3,VAN TAYLOR,LULU SEIKALY,REPUBLICAN,DEMOCRAT,230512,179458.0,VAN TAYLOR,REPUBLICAN,VAN TAYLOR,HELANE SEIKALY,REP,DEM,43.0,37.0
2020,TEXAS,6,RON WRIGHT,STEPHEN DANIEL,REPUBLICAN,DEMOCRAT,179507,149530.0,RON WRIGHT,REPUBLICAN,RON WRIGHT,STEPHEN DANIEL,REP,DEM,45.0,41.0
2020,TEXAS,7,LIZZIE FLETCHER,WESLEY HUNT,DEMOCRAT,REPUBLICAN,159529,149054.0,LIZZIE FLETCHER,DEMOCRAT,WESLEY P. HUNT,LIZZIE FLETCHER,REP,DEM,45.0,43.0
2020,TEXAS,10,MICHAEL T MCCAUL,MIKE SIEGEL,REPUBLICAN,DEMOCRAT,217216,187686.0,MICHAEL T MCCAUL,REPUBLICAN,MICHAEL T. MCCAUL,SHANNON HUTCHESON,REP,DEM,50.0,41.0
2020,TEXAS,17,PETE SESSIONS,RICK KENNEDY,REPUBLICAN,DEMOCRAT,171390,125565.0,PETE SESSIONS,REPUBLICAN,PETER SESSIONS,RICK KENNEDY,REP,DEM,45.0,42.0
2020,TEXAS,21,CHIP ROY,WENDY R DAVIS,REPUBLICAN,DEMOCRAT,235740,205780.0,CHIP ROY,REPUBLICAN,CHIP ROY,WENDY R. DAVIS,REP,DEM,46.0,45.0
2020,TEXAS,22,TROY NEHLS,SRI PRESTON KULKARNI,REPUBLICAN,DEMOCRAT,210259,181998.0,TROY NEHLS,REPUBLICAN,TROY E. NEHLS,SRI KULKARNI,REP,DEM,44.0,32.0
2020,TEXAS,23,TONY GONZALES,GINA ORTIZ JONES,REPUBLICAN,DEMOCRAT,149395,137693.0,TONY GONZALES,REPUBLICAN,GINA ORTIZ JONES,TONY GONZALES,DEM,REP,45.0,43.0
2020,TEXAS,24,BETH VAN DUYNE,CANDACE VALENZUELA,REPUBLICAN,DEMOCRAT,167910,163326.0,BETH VAN DUYNE,REPUBLICAN,CANDACE VALENZUELA,BETH VAN DUYNE,DEM,REP,45.0,39.0
2020,TEXAS,25,ROGER WILLIAMS,JULIE OLIVER,REPUBLICAN,DEMOCRAT,220088,165697.0,ROGER WILLIAMS,REPUBLICAN,ROGER WILLIAMS,JULIE OLIVER,REP,DEM,45.0,43.0
2020,TEXAS,31,JOHN R CARTER,DONNA IMAM,REPUBLICAN,DEMOCRAT,212695,176293.0,JOHN R CARTER,REPUBLICAN,JOHN CARTER,DONNA IMAM,REP,DEM,43.0,37.0
2020,UTAH,1,BLAKE DAVID MOORE,DARREN PARRY,REPUBLICAN,DEMOCRAT,237988,104194.0,BLAKE DAVID MOORE,REPUBLICAN,BLAKE D. MOORE,DARREN PARRY,REP,DEM,48.6,22.4
2020,UTAH,2,CHRIS STEWART,KAEL WESTON,REPUBLICAN,DEMOCRAT,208997,129762.0,CHRIS STEWART,REPUBLICAN,CHRIS STEWART,KAEL WESTON,REP,DEM,47.8,28.4
2020,UTAH,3,JOHN R CURTIS,DEVIN D THORPE,REPUBLICAN,DEMOCRAT,246674,96067.0,JOHN R CURTIS,REPUBLICAN,JOHN CURTIS,DEVIN D. THORPE,REP,DEM,50.6,20.4
2020,UTAH,4,BURGESS OWENS,BEN MCADAMS,REPUBLICAN,DEMOCRAT,179688,175923.0,BURGESS OWENS,REPUBLICAN,BEN MCADAMS,JAYMAC MCFARLAND,DEM,REP,45.0,40.0
2020,VIRGINIA,2,ELAINE G LURIA,SCOTT W TAYLOR,DEMOCRAT,REPUBLICAN,185733,165031.0,ELAINE G LURIA,DEMOCRAT,ELAINE G. LURIA,SCOTT W. TAYLOR,DEM,REP,48.0,48.0
2020,VIRGINIA,5,"ROBERT G ""BOB"" GOOD",B CAMERON WEBB,REPUBLICAN,DEMOCRAT,210988,190315.0,"ROBERT G ""BOB"" GOOD",REPUBLICAN,"ROBERT G. ""BOB"" GOOD",BRYANT CAMERON WEBB,REP,DEM,43.0,41.0
2020,VIRGINIA,7,ABIGAIL DAVIS SPANBERGER,NICK J FREITAS,DEMOCRAT,REPUBLICAN,230893,222623.0,ABIGAIL DAVIS SPANBERGER,DEMOCRAT,ABIGAIL A. SPANBERGER,NICHOLAS J. FREITAS,DEM,REP,51.6,41.4
2020,VIRGINIA,10,JENNIFER WEXTON,ALISCIA N ANDREWS,DEMOCRAT,REPUBLICAN,268734,206253.0,JENNIFER WEXTON,DEMOCRAT,JENNIFER T. WEXTON,ALISCIA ANDREWS,DEM,REP,58.0,36.0
2020,WASHINGTON,3,JAIME HERRERA BEUTLER,CAROLYN LONG,REPUBLICAN,DEMOCRAT,235579,181347.0,JAIME HERRERA BEUTLER,REPUBLICAN,JAIME HERRERA BEUTLER,CAROLYN LONG,REP,DEM,44.0,40.0
2020,WASHINGTON,10,MARILYN STRICKLAND,BETH DOGLIO,DEMOCRAT,DEMOCRAT,167937,121040.0,MARILYN STRICKLAND,DEMOCRAT,MARILYN STRICKLAND,BETH DOGLIO,DEM,DEM,43.0,22.0
2020,WISCONSIN,1,BRYAN STEIL,ROGER POLACK,REPUBLICAN,DEMOCRAT,238271,163170.0,BRYAN STEIL,REPUBLICAN,BRYAN STEIL,ROGER POLACK,REP,DEM,49.0,39.0
2020,WISCONSIN,3,RON KIND,DERRICK VAN ORDEN,DEMOCRAT,REPUBLICAN,199870,189524.0,RON KIND,DEMOCRAT,PATRICK TESTIN,RON KIND,REP,DEM,45.0,43.0
2022,ARIZONA,1,DAVID SCHWEIKERT,JEVIN HODGE,REPUBLICAN,DEMOCRAT,182336,179141.0,DAVID SCHWEIKERT,REPUBLICAN,JEVIN HODGE,DAVID SCHWEIKERT,DEM,REP,47.0,47.0
2022,ARIZONA,2,ELI CRANE,TOM O’HALLERAN,REPUBLICAN,DEMOCRAT,174169,149151.0,ELI CRANE,REPUBLICAN,ELI CRANE,TOM O'HALLERAN,REP,DEM,45.0,44.0
2022,ARIZONA,4,GREG STANTON,KELLY COOPER,DEMOCRAT,REPUBLICAN,148941,116521.0,GREG STANTON,DEMOCRAT,GREG STANTON,KELLY COOPER,DEM,REP,46.0,39.0
2022,ARIZONA,6,JUAN CISCOMANI,KIRSTEN ENGEL,REPUBLICAN,DEMOCRAT,177201,171969.0,JUAN CISCOMANI,REPUBLICAN,KIRSTEN ENGEL,JUAN CISCOMANI,DEM,REP,49.0,47.0
2022,CALIFORNIA,9,JOSH HARDER,TOM PATTI,DEMOCRAT,REPUBLICAN,95598,78802.0,JOSH HARDER,DEMOCRAT,JOSH HARDER,TOM PATTI,DEM,REP,38.0,38.0
2022,CALIFORNIA,13,JOHN DUARTE,ADAM GRAY,REPUBLICAN,DEMOCRAT,67060,66496.0,JOHN DUARTE,REPUBLICAN,ADAM GRAY,JOHN DUARTE,DEM,REP,47.0,43.0
2022,CALIFORNIA,21,JIM COSTA,MICHAEL MAHER,DEMOCRAT,REPUBLICAN,68074,57573.0,JIM COSTA,DEMOCRAT,JIM COSTA,MICHAEL MAHER,DEM,REP,44.2,43.8
2022,CALIFORNIA,22,DAVID G VALADAO,RUDY SALAS,REPUBLICAN,DEMOCRAT,52994,49862.0,DAVID G VALADAO,REPUBLICAN,RUDY SALAS,DAVID G. VALADAO,DEM,REP,43.0,35.0
2022,CALIFORNIA,26,JULIA BROWNLEY,MATT JACOBS,DEMOCRAT,REPUBLICAN,134575,112214.0,JULIA BROWNLEY,DEMOCRAT,JULIA BROWNLEY,MATT JACOBS,DEM,REP,47.8,43.0
2022,CALIFORNIA,27,MIKE GARCIA,CHRISTY SMITH,REPUBLICAN,DEMOCRAT,104624,91892.0,MIKE GARCIA,REPUBLICAN,MIKE GARCIA,MIKE GARCIA,REP,REP,47.0,47.0
2022,CALIFORNIA,40,YOUNG KIM,ASIF MAHMOOD,REPUBLICAN,DEMOCRAT,161589,122722.0,YOUNG KIM,REPUBLICAN,YOUNG KIM,ASIF MAHMOOD,REP,DEM,51.0,35.0
2022,CALIFORNIA,41,KEN CALVERT,WILL ROLLINS,REPUBLICAN,DEMOCRAT,123869,112769.0,KEN CALVERT,REPUBLICAN,WILL ROLLINS,KEN CALVERT,DEM,REP,42.0,41.0
2022,CALIFORNIA,49,MIKE LEVIN,BRIAN MARYOTT,DEMOCRAT,REPUBLICAN,153541,138194.0,MIKE LEVIN,DEMOCRAT,MIKE LEVIN,BRIAN MARYOTT,DEM,REP,49.0,43.0
2022,COLORADO,3,LAUREN BOEBERT,ADAM FRISCH,REPUBLICAN,DEMOCRAT,163839,163293.0,LAUREN BOEBERT,REPUBLICAN,LAUREN BOEBERT,ADAM FRISCH,REP,DEM,49.0,42.0
2022,COLORADO,7,BRITTANY PETTERSEN,ERIK AADLAND,DEMOCRAT,REPUBLICAN,204984,150510.0,BRITTANY PETTERSEN,DEMOCRAT,BRITTANY PETTERSEN,ERIK AADLAND,DEM,REP,44.0,42.0
2022,COLORADO,8,YADIRA CARAVEO,BARBARA KIRKMEYER,DEMOCRAT,REPUBLICAN,114377,112745.0,YADIRA CARAVEO,DEMOCRAT,BARBARA KIRKMEYER,YADIRA CARAVEO,REP,DEM,44.0,36.0
2022,CONNECTICUT,2,JOE COURTNEY,MIKE FRANCE,DEMOCRAT,REPUBLICAN,165946,114506.0,JOE COURTNEY,DEMOCRAT,JOE COURTNEY,JOE COURTNEY,DEM,DEM,55.0,51.0
2022,CONNECTICUT,4,JAMES A HIMES,JAYME STEVENSON,DEMOCRAT,REPUBLICAN,140262,93329.0,JAMES A HIMES,DEMOCRAT,JIM HIMES,JAYME STEVENSON,DEM,REP,53.0,37.0
2022,CONNECTICUT,5,JAHANA HAYES,GEORGE LOGAN,DEMOCRAT,REPUBLICAN,123818,123342.0,JAHANA HAYES,DEMOCRAT,JAHANA HAYES,GEORGE LOGAN,DEM,REP,46.0,41.0
2022,FLORIDA,1,MATT GAETZ,REBEKAH JONES,REPUBLICAN,DEMOCRAT,197349,93467.0,MATT GAETZ,REPUBLICAN,MATT GAETZ,REBEKAH D. JONES,REP,DEM,41.7,33.8
2022,FLORIDA,2,NEAL P DUNN,"AL LAWSON, JR",REPUBLICAN,DEMOCRAT,180236,121153.0,NEAL P DUNN,REPUBLICAN,NEAL DUNN,AL LAWSON,REP,DEM,43.0,40.0
2022,FLORIDA,4,AARON BEAN,LASHONDA “LJ” HOLLOWAY,REPUBLICAN,DEMOCRAT,165696,108402.0,AARON BEAN,REPUBLICAN,AARON BEAN,"LASHONDA ""L.J."" HOLLOWAY",REP,DEM,50.0,38.0
2022,FLORIDA,13,ANNA PAULINA LUNA,ERIC LYNN,REPUBLICAN,DEMOCRAT,181487,153876.0,ANNA PAULINA LUNA,REPUBLICAN,AMANDA MAKKI,ANNA PAULINA LUNA,REP,REP,46.0,45.0
2022,FLORIDA,15,LAUREL LEE,ALAN M COHN,REPUBLICAN,DEMOCRAT,145219,102835.0,LAUREL LEE,REPUBLICAN,LAUREL LEE,ALAN M. COHN,REP,DEM,47.0,44.0
2022,FLORIDA,27,MARIA ELVIRA SALAZAR,ANNETTE TADDEO,REPUBLICAN,DEMOCRAT,136038,101404.0,MARIA ELVIRA SALAZAR,REPUBLICAN,MARIA ELVIRA SALAZAR,KEN RUSSELL,REP,DEM,43.0,41.0
2022,FLORIDA,28,CARLOS A GIMENEZ,ROBERT ASENCIO,REPUBLICAN,DEMOCRAT,134457,76665.0,CARLOS A GIMENEZ,REPUBLICAN,CARLOS A. GIMENEZ,ROBERT ASENCIO,REP,DEM,50.0,40.0
2022,GEORGIA,2,"SANFORD D BISHOP, JR",CHRIS WEST,DEMOCRAT,REPUBLICAN,132675,108665.0,"SANFORD D BISHOP, JR",DEMOCRAT,SANFORD BISHOP,CHRIS WEST,DEM,REP,50.2,46.3
2022,ILLINOIS,8,RAJA KRISHNAMOORTHI,CHRIS DARGIS,DEMOCRAT,REPUBLICAN,117880,89335.0,RAJA KRISHNAMOORTHI,DEMOCRAT,RAJA KRISHNAMOORTHI,CHRIS DARGIS,DEM,REP,45.0,39.0
2022,ILLINOIS,10,BRADLEY SCOTT SCHNEIDER,JOSEPH SEVERINO,DEMOCRAT,REPUBLICAN,152566,89599.0,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,BRAD SCHNEIDER,JOSEPH SEVERINO,DEM,REP,47.8,40.8
2022,ILLINOIS,13,NIKKI BUDZINSKI,REGAN DEERING,DEMOCRAT,REPUBLICAN,141788,108646.0,NIKKI BUDZINSKI,DEMOCRAT,NIKKI BUDZINSKI,REGAN DEERING,DEM,REP,39.0,36.0
2022,ILLINOIS,17,ERIC SORENSEN,ESTHER JOY KING,DEMOCRAT,REPUBLICAN,121186,111931.0,ERIC SORENSEN,DEMOCRAT,ERIC SORENSEN,ESTHER JOY KING,DEM,REP,47.0,38.0
2022,INDIANA,1,FRANK J MRVAN,JENNIFER-RUTH GREEN,DEMOCRAT,REPUBLICAN,112656,100542.0,FRANK J MRVAN,DEMOCRAT,FRANK J. MRVAN,JENNIFER-RUTH GREEN,DEM,REP,47.0,40.0
2022,IOWA,1,MARIANNETTE MILLER-MEEKS,CHRISTINA BOHANNAN,REPUBLICAN,DEMOCRAT,162947,142173.0,MARIANNETTE MILLER-MEEKS,REPUBLICAN,MARIANNETTE MILLER-MEEKS,CHRISTINA BOHANNAN,REP,DEM,43.0,42.0
2022,IOWA,2,ASHLEY HINSON,LIZ MATHIS,REPUBLICAN,DEMOCRAT,172181,145940.0,ASHLEY HINSON,REPUBLICAN,ASHLEY HINSON,LIZ MATHIS,REP,DEM,43.0,42.0
2022,IOWA,3,ZACH NUNN,CYNTHIA AXNE,REPUBLICAN,DEMOCRAT,156262,154117.0,ZACH NUNN,REPUBLICAN,CINDY AXNE,ZACH NUNN,DEM,REP,46.0,42.0
2022,KANSAS,2,JAKE LATURNER,PATRICK SCHMIDT,REPUBLICAN,DEMOCRAT,134506,98852.0,JAKE LATURNER,REPUBLICAN,JAKE LATURNER,PATRICK SCHMIDT,REP,DEM,45.0,42.0
2022,KANSAS,3,SHARICE DAVIDS,AMANDA L ADKINS,DEMOCRAT,REPUBLICAN,165527,128839.0,SHARICE DAVIDS,DEMOCRAT,AMANDA L. ADKINS,SHARICE DAVIDS,REP,DEM,46.0,45.0
2022,MAINE,1,CHELLIE PINGREE,EDWIN THELANDER,DEMOCRAT,REPUBLICAN,219753,129263.0,CHELLIE PINGREE,DEMOCRAT,CHELLIE PINGREE,EDWIN THELANDER,DEM,REP,51.3,31.0
2022,MAINE,2,EXHAUSTED BALLOT,JARED F GOLDEN,,DEMOCRAT,322778,165136.0,EXHAUSTED BALLOT,,JARED FORREST GOLDEN,BRUCE POLIQUIN,DEM,REP,45.3,36.4
2022,MARYLAND,1,ANDY HARRIS,HEATHER R MIZEUR,REPUBLICAN,DEMOCRAT,159673,126511.0,ANDY HARRIS,REPUBLICAN,ANDY HARRIS,ANDY HARRIS,REP,REP,45.1,43.7
2022,MARYLAND,2,C A DUTCH RUPPERSBERGER,NICOLEE AMBROSE,DEMOCRAT,REPUBLICAN,158998,109075.0,C A DUTCH RUPPERSBERGER,DEMOCRAT,C.A. DUTCH RUPPERSBERGER,NICOLEE AMBROSE,DEM,REP,43.0,34.0
2022,MARYLAND,6,DAVID J TRONE,NEIL C PARROTT,DEMOCRAT,REPUBLICAN,140295,115771.0,DAVID J TRONE,DEMOCRAT,DAVID J. TRONE,JASON C. BUCKEL,DEM,REP,44.5,40.0
2022,MICHIGAN,3,HILLARY SCHOLTEN,JOHN GIBBS,DEMOCRAT,REPUBLICAN,185989,142229.0,HILLARY SCHOLTEN,DEMOCRAT,HILLARY SCHOLTEN,HILLARY SCHOLTEN,DEM,DEM,44.0,39.0
2022,MICHIGAN,7,ELISSA SLOTKIN,TOM BARRETT,DEMOCRAT,REPUBLICAN,192809,172624.0,ELISSA SLOTKIN,DEMOCRAT,ELISSA SLOTKIN,TOM BARRETT,DEM,REP,40.0,34.0
2022,MICHIGAN,8,DANIEL T KILDEE,PAUL JUNGE,DEMOCRAT,REPUBLICAN,178322,143850.0,DANIEL T KILDEE,DEMOCRAT,DANIEL T. KILDEE,PAUL JUNGE,DEM,REP,43.0,40.0
2022,MICHIGAN,10,JOHN JAMES,CARL J MARLINGA,REPUBLICAN,DEMOCRAT,159202,157602.0,JOHN JAMES,REPUBLICAN,CARL J. MARLINGA,MICHAEL C. TAYLOR,DEM,DEM,52.0,46.0
2022,MINNESOTA,1,BRAD FINSTAD,JEFF ETTINGER,REPUBLICAN,OTHER,159621,125457.0,BRAD FINSTAD,REPUBLICAN,BRAD FINSTAD,JEFF ETTINGER,REP,DEM,48.0,47.0
2022,MINNESOTA,2,ANGIE CRAIG,TYLER KISTNER,DEMOCRAT,REPUBLICAN,165583,148576.0,ANGIE CRAIG,DEMOCRAT,ANGIE CRAIG,TYLER KISTNER,DEM,REP,42.9,38.2
2022,MINNESOTA,3,DEAN PHILLIPS,TOM WEILER,DEMOCRAT,REPUBLICAN,198883,134797.0,DEAN PHILLIPS,DEMOCRAT,DEAN PHILLIPS,TOM WEILER,DEM,REP,57.0,36.0
2022,MONTANA,1,RYAN K ZINKE,MONICA TRANEL,REPUBLICAN,DEMOCRAT,123102,115265.0,RYAN K ZINKE,REPUBLICAN,RYAN K. ZINKE,MONICA TRANEL,REP,DEM,45.0,43.0
2022,MONTANA,2,"MATTHEW M ROSENDALE, SR",GARY BUCHANAN,REPUBLICAN,INDEPENDENT,121979,47195.0,"MATTHEW M ROSENDALE, SR",REPUBLICAN,MATT ROSENDALE,GARY BUCHANAN,REP,IND,40.0,27.0
2022,NEBRASKA,2,DON BACON,TONY VARGAS,REPUBLICAN,DEMOCRAT,112663,106807.0,DON BACON,REPUBLICAN,TONY VARGAS,DON BACON,DEM,REP,40.0,39.0
2022,NEVADA,1,DINA TITUS,MARK ROBERTSON,DEMOCRAT,REPUBLICAN,115700,103115.0,DINA TITUS,DEMOCRAT,DINA TITUS,MARK ROBERTSON,DEM,REP,41.1,36.7
2022,NEVADA,2,MARK E AMODEI,ELIZABETH MERCEDES KRAUSE,REPUBLICAN,DEMOCRAT,185467,117371.0,MARK E AMODEI,REPUBLICAN,MARK E. AMODEI,ELIZABETH MERCEDES KRAUSE,REP,DEM,46.4,35.9
2022,NEVADA,3,SUSIE LEE,APRIL BECKER,DEMOCRAT,REPUBLICAN,131086,121083.0,SUSIE LEE,DEMOCRAT,APRIL BECKER,SUSIE LEE,REP,DEM,46.0,44.0
2022,NEVADA,4,STEVEN HORSFORD,SAM PETERS,DEMOCRAT,REPUBLICAN,116617,105870.0,STEVEN HORSFORD,DEMOCRAT,STEVEN HORSFORD,SAM PETERS,DEM,REP,41.7,38.7
2022,NEW HAMPSHIRE,1,CHRIS PAPPAS,KAROLINE LEAVITT,DEMOCRAT,REPUBLICAN,167391,142229.0,CHRIS PAPPAS,DEMOCRAT,CHRIS PAPPAS,KAROLINE LEAVITT,DEM,REP,47.1,42.4
2022,NEW HAMPSHIRE,2,ANN M KUSTER,ROBERT BURNS,DEMOCRAT,REPUBLICAN,171636,135579.0,ANN M KUSTER,DEMOCRAT,ANN MCLANE KUSTER,ROBERT BURNS,DEM,REP,53.7,36.0
2022,NEW JERSEY,1,DONALD NORCROSS,CLAIRE GUSTAFSON,DEMOCRAT,REPUBLICAN,139559,78794.0,DONALD NORCROSS,DEMOCRAT,DONALD NORCROSS,CLAIRE GUSTAFSON,DEM,REP,49.0,44.0
2022,NEW JERSEY,3,ANDY KIM,BOB HEALEY,DEMOCRAT,REPUBLICAN,150498,118415.0,ANDY KIM,DEMOCRAT,ANDY KIM,BOB HEALEY,DEM,REP,44.0,38.0
2022,NEW JERSEY,7,"THOMAS H KEAN, JR",TOM MALINOWSKI,REPUBLICAN,DEMOCRAT,159392,150701.0,"THOMAS H KEAN, JR",REPUBLICAN,TOM MALINOWSKI,THOMAS H. KEAN JR.,DEM,REP,46.0,46.0
2022,NEW JERSEY,11,MIKIE SHERRILL,PAUL DEGROOT,DEMOCRAT,REPUBLICAN,161436,109952.0,MIKIE SHERRILL,DEMOCRAT,MIKIE SHERRILL,MIKIE SHERRILL,DEM,DEM,51.34,51.0
2022,NEW MEXICO,1,MELANIE A STANSBURY,MICHELLE GARCIA HOLMES,DEMOCRAT,REPUBLICAN,156462,124151.0,MELANIE A STANSBURY,DEMOCRAT,MELANIE ANN STANSBURY,MICHELLE GARCIA HOLMES,DEM,REP,48.0,42.0
2022,NEW MEXICO,2,GABRIEL VASQUEZ,YVETTE HERRELL,DEMOCRAT,REPUBLICAN,96986,95636.0,GABRIEL VASQUEZ,DEMOCRAT,GABRIEL VASQUEZ,YVETTE HERRELL,DEM,REP,45.0,44.0
2022,NEW MEXICO,3,TERESA LEGER FERNANDEZ,ALEXIS MARTINEZ JOHNSON,DEMOCRAT,REPUBLICAN,134217,96565.0,TERESA LEGER FERNANDEZ,DEMOCRAT,TERESA LEGER FERNANDEZ,ALEXIS MARTINEZ JOHNSON,DEM,REP,53.0,35.0
2022,NEW YORK,2,ANDREW R GARBARINO,JACKIE GORDON,REPUBLICAN,DEMOCRAT,130798,93299.0,ANDREW R GARBARINO,REPUBLICAN,ANDREW R. GARBARINO,JACKIE GORDON,REP,DEM,49.0,48.0
2022,NEW YORK,3,GEORGE A D SANTOS,ROBERT P ZIMMERMAN,REPUBLICAN,DEMOCRAT,133859,120045.0,GEORGE A D SANTOS,REPUBLICAN,GEORGE A.D. SANTOS,JOSHUA ALEXANDER LAFAZAN,REP,DEM,44.0,33.0
2022,NEW YORK,4,LAURA A GILLEN,ANTHONY P D’ESPOSITO,DEMOCRAT,REPUBLICAN,130871,129353.0,LAURA A GILLEN,DEMOCRAT,ANTHONY P. D'ESPOSITO,LAURA A. GILLEN,REP,DEM,48.0,36.0
2022,NEW YORK,11,NICOLE MALLIOTAKIS,MAX N ROSE,REPUBLICAN,DEMOCRAT,107989,71801.0,NICOLE MALLIOTAKIS,REPUBLICAN,NICOLE MALLIOTAKIS,MAX N. ROSE,REP,DEM,51.0,36.0
2022,NEW YORK,17,SEAN PATRICK MALONEY,MICHAEL V LAWLER,DEMOCRAT,REPUBLICAN,133457,125738.0,SEAN PATRICK MALONEY,DEMOCRAT,MIKE LAWLER,MIKE LAWLER,REP,REP,47.0,46.0
2022,NEW YORK,18,PATRICK RYAN,COLIN J SCHMITT,DEMOCRAT,REPUBLICAN,123168,116972.0,PATRICK RYAN,DEMOCRAT,COLIN J. SCHMITT,SEAN PATRICK MALONEY,REP,DEM,38.0,37.0
2022,NEW YORK,19,MARCUS MOLINARO,JOSH RILEY,REPUBLICAN,DEMOCRAT,129960,124396.0,MARCUS MOLINARO,REPUBLICAN,MARCUS MOLINARO,PAT RYAN,REP,DEM,51.6,38.4
2022,NEW YORK,22,FRANCIS CONOLE,BRANDON M WILLIAMS,DEMOCRAT,REPUBLICAN,132913,116529.0,FRANCIS CONOLE,DEMOCRAT,BRANDON M. WILLIAMS,FRANCIS CONOLE,REP,DEM,43.0,40.0
2022,NEW YORK,25,JOSEPH D MORELLE,LA’RON D SINGLETARY,DEMOCRAT,REPUBLICAN,139875,108010.0,JOSEPH D MORELLE,DEMOCRAT,JOSEPH D. MORELLE,LA'RON D. SINGLETARY,DEM,REP,43.0,39.0
2022,NORTH CAROLINA,1,DON DAVIS,SANDY SMITH,DEMOCRAT,REPUBLICAN,134996,122780.0,DON DAVIS,DEMOCRAT,DON DAVIS,SANDY SMITH,DEM,REP,45.0,39.0
2022,NORTH CAROLINA,6,KATHY E MANNING,CHRISTIAN CASTELLI,DEMOCRAT,REPUBLICAN,139553,116635.0,KATHY E MANNING,DEMOCRAT,KATHY MANNING,CHRISTIAN CASTELLI,DEM,REP,48.0,39.0
2022,NORTH CAROLINA,11,CHUCK EDWARDS,JASMINE BEACH-FERRARA,REPUBLICAN,DEMOCRAT,174232,144165.0,CHUCK EDWARDS,REPUBLICAN,CHUCK EDWARDS,JASMINE BEACH-FERRARA,REP,DEM,46.0,40.0
2022,NORTH CAROLINA,13,WILEY NICKEL,BO HINES,DEMOCRAT,REPUBLICAN,143090,134256.0,WILEY NICKEL,DEMOCRAT,WILEY NICKEL,BO HINES,DEM,REP,45.0,43.0
2022,OHIO,1,GREG LANDSMAN,STEVE CHABOT,DEMOCRAT,REPUBLICAN,156416,140058.0,GREG LANDSMAN,DEMOCRAT,GREG LANDSMAN,STEVE CHABOT,DEM,REP,47.0,47.0
2022,OHIO,9,MARCY KAPTUR,J R MAJEWSKI,DEMOCRAT,REPUBLICAN,150655,115362.0,MARCY KAPTUR,DEMOCRAT,MARCY KAPTUR,J.R. MAJEWSKI,DEM,REP,47.0,41.8
2022,OHIO,13,EMILIA SYKES,MADISON GESIOTTO GILBERT,DEMOCRAT,REPUBLICAN,149816,134593.0,EMILIA SYKES,DEMOCRAT,MADISON GESIOTTO GILBERT,EMILIA SYKES,REP,DEM,46.0,37.0
2022,OREGON,4,VAL HOYLE,ALEK SKARLATOS,DEMOCRAT,REPUBLICAN,171372,146055.0,VAL HOYLE,DEMOCRAT,VAL HOYLE,ALEK SKARLATOS,DEM,REP,46.0,41.0
2022,OREGON,5,LORI CHAVEZ-DEREMER,JAMIE MCLEOD-SKINNER,REPUBLICAN,DEMOCRAT,178813,171514.0,LORI CHAVEZ-DEREMER,REPUBLICAN,LORI CHAVEZ-DEREMER,JAMIE MCLEOD-SKINNER,REP,DEM,42.0,41.0
2022,OREGON,6,ANDREA SALINAS,MIKE ERICKSON,DEMOCRAT,REPUBLICAN,147156,139946.0,ANDREA SALINAS,DEMOCRAT,MIKE ERICKSON,ANDREA SALINAS,REP,DEM,47.0,40.0
2022,PENNSYLVANIA,1,BRIAN K FITZPATRICK,ASHLEY EHASZ,REPUBLICAN,DEMOCRAT,201571,165809.0,BRIAN K FITZPATRICK,REPUBLICAN,BRIAN FITZPATRICK,ASHLEY EHASZ,REP,DEM,45.0,38.0
2022,PENNSYLVANIA,7,SUSAN WILD,LISA SCHELLER,DEMOCRAT,REPUBLICAN,151364,145527.0,SUSAN WILD,DEMOCRAT,LISA SCHELLER,SUSAN WILD,REP,DEM,47.0,43.0
2022,PENNSYLVANIA,8,MATT CARTWRIGHT,JIM BOGNET,DEMOCRAT,REPUBLICAN,146956,139930.0,MATT CARTWRIGHT,DEMOCRAT,JIM BOGNET,MATT CARTWRIGHT,REP,DEM,46.0,45.0
2022,PENNSYLVANIA,10,SCOTT PERRY,SHAMAINE DANIELS,REPUBLICAN,DEMOCRAT,169331,145215.0,SCOTT PERRY,REPUBLICAN,SHAMAINE DANIELS,SCOTT PERRY,DEM,REP,44.0,41.0
