year,state,district,c1_x,c2_x,c1_party_x,c2_party_x,c1_votes,c2_votes,winner,winner_party,c1_y,c2_y,c1_party_y,c2_party_y,c1_pct,c2_pct
2018,OREGON,5,KURT SCHRADER,MARK CALLAHAN,DEMOCRAT,REPUBLICAN,197187,149887.0,KURT SCHRADER,DEMOCRAT,MARK CALLAHAN,KURT SCHRADER,REP,DEM,56.0,33.0
2018,PENNSYLVANIA,1,BRIAN K FITZPATRICK,HENRY SCOTT WALLACE,REPUBLICAN,DEMOCRAT,169053,160745.0,BRIAN K FITZPATRICK,REPUBLICAN,BRIAN FITZPATRICK,BRIAN FITZPATRICK,REP,REP,49.0,48.0
2018,PENNSYLVANIA,7,SUSAN ELLIS WILD,MARTIN W NOTHSTEIN,DEMOCRAT,REPUBLICAN,140813,114437.0,SUSAN ELLIS WILD,DEMOCRAT,SUSAN WILD,MARTIN W. NOTHSTEIN,DEM,REP,42.0,31.0
2018,PENNSYLVANIA,8,MATTHEW ALTON CARTWRIGHT,JOHN ROBERT CHRIN,DEMOCRAT,REPUBLICAN,135603,112563.0,MATTHEW ALTON CARTWRIGHT,DEMOCRAT,MATT CARTWRIGHT,MATT CARTWRIGHT,DEM,DEM,52.38,51.32
2018,PENNSYLVANIA,9,DANIEL MEUSER,DENNIS WOLFF,REPUBLICAN,DEMOCRAT,148723,100204.0,DANIEL MEUSER,REPUBLICAN,DAN MEUSER,DENNY WOLFF,REP,DEM,57.0,36.0
2018,PENNSYLVANIA,10,SCOTT G PERRY,GEORGE B SCOTT,REPUBLICAN,DEMOCRAT,149365,141668.0,SCOTT G PERRY,REPUBLICAN,SCOTT PERRY,GEORGE B. SCOTT,REP,DEM,45.0,41.0
2018,PENNSYLVANIA,11,LLOYD K SMUCKER,JESSICA KING,REPUBLICAN,DEMOCRAT,163708,113876.0,LLOYD K SMUCKER,REPUBLICAN,LLOYD K. SMUCKER,JESS KING,REP,DEM,44.0,35.0
2018,PENNSYLVANIA,13,JOHN JOYCE,BRENT M OTTAWAY,REPUBLICAN,DEMOCRAT,178533,74733.0,JOHN JOYCE,REPUBLICAN,JOHN JOYCE,BRENT OTTAWAY,REP,DEM,57.0,36.0
2018,PENNSYLVANIA,16,GEORGE J KELLY JR,RONALD A DINICOLA,REPUBLICAN,DEMOCRAT,135348,124109.0,GEORGE J KELLY JR,REPUBLICAN,MIKE KELLY,RONALD A. DINICOLA,REP,DEM,50.0,44.0
2018,PENNSYLVANIA,17,CONOR JAMES LAMB,KEITH ROTHFUS,DEMOCRAT,REPUBLICAN,183162,142417.0,CONOR JAMES LAMB,DEMOCRAT,CONOR LAMB,CONOR LAMB,DEM,DEM,54.0,53.0
2018,PENNSYLVANIA,18,MICHAEL F DOYLE JR,,DEMOCRAT,,231472,,MICHAEL F DOYLE JR,DEMOCRAT,CONOR LAMB,CONOR LAMB,DEM,DEM,51.0,51.0
2018,SOUTH CAROLINA,1,JOE CUNNINGHAM,KATIE ARRINGTON,DEMOCRAT,REPUBLICAN,145455,141473.0,JOE CUNNINGHAM,DEMOCRAT,KATIE ARRINGTON,JOE CUNNINGHAM,REP,DEM,49.0,42.0
2018,TEXAS,6,RON WRIGHT,JANA LYNNE SANCHEZ,REPUBLICAN,DEMOCRAT,135961,116350.0,RON WRIGHT,REPUBLICAN,RON WRIGHT,JANA LYNNE SANCHEZ,REP,DEM,48.0,39.0
2018,TEXAS,7,LIZZIE PANNILL FLETCHER,JOHN CULBERSON,DEMOCRAT,REPUBLICAN,127959,115642.0,LIZZIE PANNILL FLETCHER,DEMOCRAT,JOHN ABNEY CULBERSON,LIZZIE FLETCHER,REP,DEM,47.0,45.0
2018,TEXAS,10,MICHAEL T MCCAUL,MIKE SIEGEL,REPUBLICAN,DEMOCRAT,157166,144034.0,MICHAEL T MCCAUL,REPUBLICAN,MICHAEL T. MCCAUL,MIKE SIEGEL,REP,DEM,39.0,36.0
2018,TEXAS,12,KAY GRANGER,VANESSA ADIA,REPUBLICAN,DEMOCRAT,172557,90994.0,KAY GRANGER,REPUBLICAN,KAY GRANGER,VANESSA ADIA,REP,DEM,62.0,30.0
2018,TEXAS,17,BILL FLORES,RICK KENNEDY,REPUBLICAN,DEMOCRAT,134841,98070.0,BILL FLORES,REPUBLICAN,BILL FLORES,RICK KENNEDY,REP,DEM,54.3,38.3
2018,TEXAS,21,CHIP ROY,JOSEPH KOPSER,REPUBLICAN,DEMOCRAT,177654,168421.0,CHIP ROY,REPUBLICAN,CHIP ROY,JOSEPH KOPSER,REP,DEM,32.9,26.8
2018,TEXAS,23,WILL HURD,GINA ORTIZ JONES,REPUBLICAN,DEMOCRAT,103285,102359.0,WILL HURD,REPUBLICAN,WILL HURD,WILL HURD,REP,REP,51.0,48.2
2018,TEXAS,31,JOHN CARTER,"MARY JENNINGS ""MJ"" HEGAR",REPUBLICAN,DEMOCRAT,144680,136362.0,JOHN CARTER,REPUBLICAN,JOHN CARTER,MARY JENNINGS HEGAR,REP,DEM,46.0,40.0
2018,TEXAS,32,COLIN ALLRED,PETE SESSIONS,DEMOCRAT,REPUBLICAN,144067,126101.0,COLIN ALLRED,DEMOCRAT,PETER SESSIONS,COLIN ALLRED,REP,DEM,47.0,45.0
2018,UTAH,1,ROB BISHOP,LEE CASTILLO,REPUBLICAN,DEMOCRAT,156692,63308.0,ROB BISHOP,REPUBLICAN,ROB BISHOP,LEE CASTILLO,REP,DEM,59.0,22.0
2018,UTAH,2,CHRIS STEWART,SHIREEN GHORBANI,REPUBLICAN,DEMOCRAT,151489,105051.0,CHRIS STEWART,REPUBLICAN,CHRIS STEWART,SHIREEN GHORBANI,REP,DEM,48.0,24.0
2018,UTAH,3,JOHN CURTIS,JAMES COURAGE SINGER,REPUBLICAN,DEMOCRAT,174856,70686.0,JOHN CURTIS,REPUBLICAN,JOHN CURTIS,JAMES SINGER,REP,DEM,65.0,19.0
2018,UTAH,4,BEN MCADAMS,MIA B LOVE,DEMOCRAT,REPUBLICAN,134964,134270.0,BEN MCADAMS,DEMOCRAT,MIA B. LOVE,BEN MCADAMS,REP,DEM,47.0,43.0
2018,VIRGINIA,2,ELAINE G LURIA,SCOTT W TAYLOR,DEMOCRAT,REPUBLICAN,139571,133458.0,ELAINE G LURIA,DEMOCRAT,SCOTT W. TAYLOR,ELAINE G. LURIA,REP,DEM,48.0,42.0
2018,VIRGINIA,5,DENVER L RIGGLEMAN III,LESLIE C COCKBURN,REPUBLICAN,DEMOCRAT,165339,145040.0,DENVER L RIGGLEMAN III,REPUBLICAN,LESLIE COCKBURN,DENVER RIGGLEMAN,DEM,REP,45.62,44.59
2018,VIRGINIA,7,ABIGAIL A SPANBERGER,DAVE A BRAT,DEMOCRAT,REPUBLICAN,176079,169295.0,ABIGAIL A SPANBERGER,DEMOCRAT,DAVID BRAT,DAVID BRAT,REP,REP,47.22,45.71
2018,VIRGINIA,9,H MORGAN GRIFFITH,ANTHONY J FLACCAVENTO,REPUBLICAN,DEMOCRAT,160933,85833.0,H MORGAN GRIFFITH,REPUBLICAN,H. MORGAN GRIFFITH,ANTHONY FLACCAVENTO,REP,DEM,48.0,41.0
2018,VIRGINIA,10,JENNIFER T WEXTON,BARBARA J COMSTOCK,DEMOCRAT,REPUBLICAN,206356,160841.0,JENNIFER T WEXTON,DEMOCRAT,JENNIFER T. WEXTON,JENNIFER T. WEXTON,DEM,DEM,51.0,51.0
2018,WASHINGTON,3,JAIME HERRERA BEUTLER,CAROLYN LONG,REPUBLICAN,DEMOCRAT,161819,145407.0,JAIME HERRERA BEUTLER,REPUBLICAN,JAIME HERRERA BEUTLER,CAROLYN LONG,REP,DEM,42.0,37.0
2018,WASHINGTON,5,CATHY MCMORRIS RODGERS,LISA BROWN,REPUBLICAN,DEMOCRAT,175422,144925.0,CATHY MCMORRIS RODGERS,REPUBLICAN,CATHY MCMORRIS RODGERS,LISA BROWN,REP,DEM,47.0,43.0
2018,WASHINGTON,8,KIM SCHRIER,DINO ROSSI,DEMOCRAT,REPUBLICAN,164089,148968.0,KIM SCHRIER,DEMOCRAT,DINO ROSSI,KIM SCHRIER,REP,DEM,51.0,45.0
2018,WEST VIRGINIA,1,DAVID B MCKINLEY,KENDRA FERSHEE,REPUBLICAN,DEMOCRAT,127997,70217.0,DAVID B MCKINLEY,REPUBLICAN,DAVID B. MCKINLEY,DAVID B. MCKINLEY,REP,REP,72.0,72.0
2018,WEST VIRGINIA,2,ALEX X MOONEY,TALLEY SERGENT,REPUBLICAN,DEMOCRAT,110504,88011.0,ALEX X MOONEY,REPUBLICAN,ALEXANDER X. MOONEY,ALEXANDER X. MOONEY,REP,REP,52.0,52.0
2018,WEST VIRGINIA,3,CAROL MILLER,RICHARD OJEDA II,REPUBLICAN,DEMOCRAT,98645,76340.0,CAROL MILLER,REPUBLICAN,RICHARD NEECE OJEDA,RICHARD NEECE OJEDA,DEM,DEM,48.0,47.0
2018,WISCONSIN,1,BRYAN STEIL,RANDY BRYCE,REPUBLICAN,DEMOCRAT,177492,137508.0,BRYAN STEIL,REPUBLICAN,RANDY BRYCE,BRYAN STEIL,DEM,REP,41.0,40.0
2018,WISCONSIN,6,GLENN GROTHMAN,DAN KOHL,REPUBLICAN,DEMOCRAT,180311,144536.0,GLENN GROTHMAN,REPUBLICAN,GLENN GROTHMAN,DAN KOHL,REP,DEM,50.0,48.0
2020,ARIZONA,6,DAVID SCHWEIKERT,HIRAL TIPIRNENI,REPUBLICAN,DEMOCRAT,217783,199644.0,DAVID SCHWEIKERT,REPUBLICAN,DAVID SCHWEIKERT,HIRAL TIPIRNENI,REP,DEM,46.0,43.0
2020,ARKANSAS,2,J FRENCH HILL,JOYCE ELLIOTT,REPUBLICAN,DEMOCRAT,184093,148410.0,J FRENCH HILL,REPUBLICAN,FRENCH HILL,JOYCE ANN ELLIOTT,REP,DEM,47.5,46.0
2020,CALIFORNIA,1,DOUG LAMALFA,AUDREY DENNEY,REPUBLICAN,DEMOCRAT,204190,154073.0,DOUG LAMALFA,REPUBLICAN,DOUG LAMALFA,AUDREY DENNEY,REP,DEM,46.0,41.0
2020,CALIFORNIA,4,TOM MCCLINTOCK,BRYNNE S KENNEDY,REPUBLICAN,DEMOCRAT,247291,194731.0,TOM MCCLINTOCK,REPUBLICAN,TOM MCCLINTOCK,BRYNNE S. KENNEDY,REP,DEM,45.0,42.0
2020,CALIFORNIA,8,JAY OBERNOLTE,CHRISTINE BUBSER,REPUBLICAN,DEMOCRAT,158711,124400.0,JAY OBERNOLTE,REPUBLICAN,JAY OBERNOLTE,CHRISTINE BUBSER,REP,DEM,48.0,38.0
2020,CALIFORNIA,21,DAVID G VALADAO,TJ COX,REPUBLICAN,DEMOCRAT,85928,84406.0,DAVID G VALADAO,REPUBLICAN,DAVID G. VALADAO,TJ COX,REP,DEM,52.0,36.0
2020,CALIFORNIA,22,DEVIN NUNES,PHIL ARBALLO,REPUBLICAN,DEMOCRAT,170888,144251.0,DEVIN NUNES,REPUBLICAN,DEVIN NUNES,PHIL ARBALLO,REP,DEM,51.0,46.0
2020,CALIFORNIA,25,MIKE GARCIA,CHRISTY SMITH,REPUBLICAN,DEMOCRAT,169638,169305.0,MIKE GARCIA,REPUBLICAN,CHRISTY SMITH,MIKE GARCIA,DEM,REP,48.0,46.0
2020,CALIFORNIA,39,YOUNG KIM,GILBERT RAY CISNEROS JR,REPUBLICAN,DEMOCRAT,173946,169837.0,YOUNG KIM,REPUBLICAN,YOUNG KIM,GIL CISNEROS,REP,DEM,46.0,44.0
2020,CALIFORNIA,48,MICHELLE STEEL,HARLEY ROUDA,REPUBLICAN,DEMOCRAT,201738,193362.0,MICHELLE STEEL,REPUBLICAN,HARLEY ROUDA,MICHELLE STEEL,DEM,REP,42.0,42.0
2020,CALIFORNIA,49,MIKE LEVIN,BRIAN MARYOTT,DEMOCRAT,REPUBLICAN,205349,181157.0,MIKE LEVIN,DEMOCRAT,MIKE LEVIN,BRIAN MARYOTT,DEM,REP,49.0,37.0
2020,CALIFORNIA,50,DARRELL ISSA,AMMAR CAMPA-NAJJAR,REPUBLICAN,DEMOCRAT,195521,166869.0,DARRELL ISSA,REPUBLICAN,DARRELL E. ISSA,CARL DEMAIO,REP,REP,36.0,29.0
2020,CALIFORNIA,53,SARA JACOBS,GEORGETTE GOMEZ,DEMOCRAT,DEMOCRAT,199244,135614.0,SARA JACOBS,DEMOCRAT,SARA JACOBS,GEORGETTE GÓMEZ,DEM,DEM,32.0,17.0
2020,COLORADO,3,LAUREN BOEBERT,DIANE E MITSCH BUSH,REPUBLICAN,DEMOCRAT,220634,194122.0,LAUREN BOEBERT,REPUBLICAN,DIANE MITSCH BUSH,LAUREN BOEBERT,DEM,REP,43.0,42.0
2020,FLORIDA,4,JOHN H RUTHERFORD,DONNA DEEGAN,REPUBLICAN,DEMOCRAT,308497,196423.0,JOHN H RUTHERFORD,REPUBLICAN,JOHN H. RUTHERFORD,DONNA DEEGAN,REP,DEM,61.4,34.8
2020,FLORIDA,7,STEPHANIE N MURPHY,LEO VALENTIN,DEMOCRAT,REPUBLICAN,224946,175750.0,STEPHANIE N MURPHY,DEMOCRAT,STEPHANIE MURPHY,JOEL GREENBERG,DEM,REP,42.6,42.5
2020,FLORIDA,13,CHARLIE CRIST,ANNA PAULINA LUNA,DEMOCRAT,REPUBLICAN,215405,190713.0,CHARLIE CRIST,DEMOCRAT,CHARLIE CRIST,RICK BAKER,DEM,REP,42.0,35.3
2020,FLORIDA,15,SCOTT FRANKLIN,ALAN COHN,REPUBLICAN,DEMOCRAT,216374,174297.0,SCOTT FRANKLIN,REPUBLICAN,SCOTT FRANKLIN,ALAN M. COHN,REP,DEM,49.0,42.0
2020,FLORIDA,16,VERN BUCHANAN,MARGARET GOOD,REPUBLICAN,DEMOCRAT,269001,215683.0,VERN BUCHANAN,REPUBLICAN,VERN BUCHANAN,MARGARET GOOD,REP,DEM,53.0,33.0
2020,FLORIDA,18,BRIAN J MAST,PAM KEITH,REPUBLICAN,DEMOCRAT,253286,186674.0,BRIAN J MAST,REPUBLICAN,BRIAN MAST,PAMELA MICHELE KEITH,REP,DEM,50.0,42.0
2020,FLORIDA,21,LOIS FRANKEL,LAURA LOOMER,DEMOCRAT,REPUBLICAN,237925,157612.0,LOIS FRANKEL,DEMOCRAT,LOIS FRANKEL,LAURA LOOMER,DEM,REP,61.0,33.0
2020,FLORIDA,26,CARLOS GIMENEZ,DEBBIE MUCARSEL-POWELL,REPUBLICAN,DEMOCRAT,177223,165407.0,CARLOS GIMENEZ,REPUBLICAN,CARLOS CURBELO,DEBBIE MUCARSEL-POWELL,REP,DEM,45.0,45.0
2020,FLORIDA,27,MARIA ELVIRA SALAZAR,DONNA E SHALALA,REPUBLICAN,DEMOCRAT,176141,166758.0,MARIA ELVIRA SALAZAR,REPUBLICAN,MARIA ELVIRA SALAZAR,DONNA E. SHALALA,REP,DEM,45.5,42.8
2020,GEORGIA,6,LUCY MCBATH,KAREN HANDEL,DEMOCRAT,REPUBLICAN,216775,180329.0,LUCY MCBATH,DEMOCRAT,KAREN HANDEL,LUCY MCBATH,REP,DEM,46.0,42.0
2020,GEORGIA,7,CAROLYN BOURDEAUX,RICH MCCORMICK,DEMOCRAT,REPUBLICAN,190900,180564.0,CAROLYN BOURDEAUX,DEMOCRAT,CAROLYN BOURDEAUX,RICH MCCORMICK,DEM,REP,42.0,39.0
2020,ILLINOIS,3,MARIE NEWMAN,MIKE FRICILONE,DEMOCRAT,REPUBLICAN,172997,133851.0,MARIE NEWMAN,DEMOCRAT,MARIE NEWMAN,MIKE FRICILONE,DEM,REP,46.1,43.9
2020,ILLINOIS,6,SEAN CASTEN,JEANNE IVES,DEMOCRAT,REPUBLICAN,213777,183891.0,SEAN CASTEN,DEMOCRAT,JEANNE M. IVES,SEAN CASTEN,REP,DEM,47.0,37.5
2020,ILLINOIS,13,RODNEY DAVIS,BETSY DIRKSEN LONDRIGAN,REPUBLICAN,DEMOCRAT,181373,151648.0,RODNEY DAVIS,REPUBLICAN,BETSY DIRKSEN LONDRIGAN,RODNEY DAVIS,DEM,REP,43.0,41.0
2020,ILLINOIS,14,LAUREN UNDERWOOD,JIM OBERWEIS,DEMOCRAT,REPUBLICAN,203209,197835.0,LAUREN UNDERWOOD,DEMOCRAT,LAUREN UNDERWOOD,JAMES D. OBERWEIS,DEM,REP,47.0,38.0
2020,ILLINOIS,17,CHERI BUSTOS,ESTHER JOY KING,DEMOCRAT,REPUBLICAN,156011,143863.0,CHERI BUSTOS,DEMOCRAT,CHERI BUSTOS,ESTHER JOY KING,DEM,REP,49.0,44.0
2020,INDIANA,5,VICTORIA SPARTZ,CHRISTINA HALE,REPUBLICAN,DEMOCRAT,208212,191226.0,VICTORIA SPARTZ,REPUBLICAN,CHRISTINA HALE,VICTORIA SPARTZ,DEM,REP,51.0,45.0
2020,IOWA,1,ASHLEY HINSON,ABBY FINKENAUER,REPUBLICAN,DEMOCRAT,212088,201347.0,ASHLEY HINSON,REPUBLICAN,ABBY FINKENAUER,ASHLEY HINSON,DEM,REP,44.0,40.0
2020,IOWA,2,MARIANNETTE MILLER-MEEKS,RITA R HART,REPUBLICAN,DEMOCRAT,196964,196958.0,MARIANNETTE MILLER-MEEKS,REPUBLICAN,RITA R. HART,MARIANNETTE MILLER-MEEKS,DEM,REP,41.0,41.0
2020,IOWA,3,CYNTHIA AXNE,DAVID YOUNG,DEMOCRAT,REPUBLICAN,219205,212997.0,CYNTHIA AXNE,DEMOCRAT,DAVID YOUNG,CINDY AXNE,REP,DEM,44.0,43.0
2020,IOWA,4,RANDY FEENSTRA,J D SCHOLTEN,REPUBLICAN,DEMOCRAT,237369,144761.0,RANDY FEENSTRA,REPUBLICAN,J.D. SCHOLTEN,STEVE KING,DEM,REP,44.0,39.0
2020,KANSAS,1,TRACEY MANN,KALI BARNETT,REPUBLICAN,DEMOCRAT,208229,84393.0,TRACEY MANN,REPUBLICAN,TRACEY MANN,KALI BARNETT,REP,DEM,56.0,25.0
2020,KANSAS,2,JAKE LATURNER,MICHELLE DE LA ISLA,REPUBLICAN,DEMOCRAT,185464,136650.0,JAKE LATURNER,REPUBLICAN,JAKE LATURNER,MICHELLE DE LA ISLA,REP,DEM,42.4,41.4
2020,KANSAS,3,SHARICE DAVIDS,AMANDA L ADKINS,DEMOCRAT,REPUBLICAN,220049,178773.0,SHARICE DAVIDS,DEMOCRAT,SHARICE DAVIDS,AMANDA L. ADKINS,DEM,REP,56.0,36.0
2020,KANSAS,4,RON ESTES,LAURA LOMBARD,REPUBLICAN,DEMOCRAT,203432,116166.0,RON ESTES,REPUBLICAN,RON ESTES,LAURA LOMBARD,REP,DEM,51.0,37.0
2020,KENTUCKY,6,ANDY BARR,JOSH HICKS,REPUBLICAN,DEMOCRAT,216948,155011.0,ANDY BARR,REPUBLICAN,JOSHUA D. HICKS,ANDY BARR,DEM,REP,50.0,48.0
2020,MAINE,1,CHELLIE PINGREE,JAY T ALLEN,DEMOCRAT,REPUBLICAN,271004,165008.0,CHELLIE PINGREE,DEMOCRAT,CHELLIE PINGREE,CHELLIE PINGREE,DEM,DEM,50.0,48.0
2020,MAINE,2,JARED F GOLDEN,DALE JOHN CRAFTS,DEMOCRAT,REPUBLICAN,197974,175228.0,JARED F GOLDEN,DEMOCRAT,JARED FORREST GOLDEN,DALE JOHN CRAFTS,DEM,REP,45.0,33.0
2020,MICHIGAN,2,BILL HUIZENGA,BRYAN BERGHOEF,REPUBLICAN,DEMOCRAT,238711,154122.0,BILL HUIZENGA,REPUBLICAN,BILL HUIZENGA,BRYAN BERGHOEF,REP,DEM,48.5,31.5
2020,MICHIGAN,3,PETER MEIJER,HILLARY SCHOLTEN,REPUBLICAN,DEMOCRAT,213649,189769.0,PETER MEIJER,REPUBLICAN,HILLARY SCHOLTEN,HILLARY SCHOLTEN,DEM,DEM,40.0,40.0
2020,MICHIGAN,6,FRED UPTON,JON HOADLEY,REPUBLICAN,DEMOCRAT,211496,152085.0,FRED UPTON,REPUBLICAN,JON HOADLEY,FRED UPTON,DEM,REP,38.0,37.0
2020,MINNESOTA,1,JIM HAGEDORN,DAN FEEHAN,REPUBLICAN,OTHER,179234,167890.0,JIM HAGEDORN,REPUBLICAN,DAN FEEHAN,JIM HAGEDORN,DEM,REP,43.0,42.0
2020,MINNESOTA,2,ANGIE CRAIG,TYLER KISTNER,DEMOCRAT,REPUBLICAN,204534,194954.0,ANGIE CRAIG,DEMOCRAT,ANGIE CRAIG,TYLER KISTNER,DEM,REP,45.0,36.0
2020,MINNESOTA,7,MICHELLE FISCHBACH,COLLIN C PETERSON,REPUBLICAN,DEMOCRAT,194066,144840.0,MICHELLE FISCHBACH,REPUBLICAN,MICHELLE FISCHBACH,COLLIN PETERSON,REP,DEM,52.0,42.0
2020,MISSOURI,2,ANN WAGNER,JILL SCHUPP,REPUBLICAN,DEMOCRAT,233157,204540.0,ANN WAGNER,REPUBLICAN,ANN WAGNER,JILL SCHUPP,REP,DEM,50.0,40.0
2020,NEBRASKA,2,DON BACON,KARA EASTMAN,REPUBLICAN,DEMOCRAT,171071,155706.0,DON BACON,REPUBLICAN,DON BACON,KARA EASTMAN,REP,DEM,50.0,49.0
2020,NEW HAMPSHIRE,1,CHRIS PAPPAS,MATT MOWERS,DEMOCRAT,REPUBLICAN,205606,185159.0,CHRIS PAPPAS,DEMOCRAT,CHRIS PAPPAS,CHRIS PAPPAS,DEM,DEM,52.0,52.0
2020,NEW HAMPSHIRE,2,ANN M KUSTER,STEVEN NEGRON,DEMOCRAT,REPUBLICAN,208289,168886.0,ANN M KUSTER,DEMOCRAT,ANN MCLANE KUSTER,ANN MCLANE KUSTER,DEM,DEM,52.0,52.0
2020,NEW JERSEY,2,JEFFERSON VAN DREW,AMY KENNEDY,REPUBLICAN,DEMOCRAT,195526,173849.0,JEFFERSON VAN DREW,REPUBLICAN,JEFF VAN DREW,AMY KENNEDY,REP,DEM,47.0,44.0
2020,NEW JERSEY,3,ANDY KIM,DAVID RICHTER,DEMOCRAT,REPUBLICAN,229840,196327.0,ANDY KIM,DEMOCRAT,ANDY KIM,DAVID RICHTER,DEM,REP,45.0,42.0
2020,NEW JERSEY,7,TOM MALINOWSKI,THOMAS H KEAN JR,DEMOCRAT,REPUBLICAN,219629,214318.0,TOM MALINOWSKI,DEMOCRAT,THOMAS H. KEAN JR.,TOM MALINOWSKI,REP,DEM,44.0,42.0
2020,NEW MEXICO,1,DEBRA A HAALAND,MICHELLE GARCIA HOLMES,DEMOCRAT,REPUBLICAN,186953,134337.0,DEBRA A HAALAND,DEMOCRAT,DEBRA A. HAALAND,MICHELLE GARCIA HOLMES,DEM,REP,58.0,31.0
2020,NEW MEXICO,2,YVETTE HERRELL,XOCHITL TORRES SMALL,REPUBLICAN,DEMOCRAT,142283,122546.0,YVETTE HERRELL,REPUBLICAN,YVETTE HERRELL,XOCHITL TORRES SMALL,REP,DEM,51.0,38.0
2020,NEW MEXICO,3,TERESA LEGER FERNANDEZ,ALEXIS M JOHNSON,DEMOCRAT,REPUBLICAN,186282,131166.0,TERESA LEGER FERNANDEZ,DEMOCRAT,TERESA LEGER FERNANDEZ,ALEXIS MARTINEZ JOHNSON,DEM,REP,50.0,35.0
2020,NEW YORK,1,LEE M ZELDIN,NANCY S GOROFF,REPUBLICAN,DEMOCRAT,180855,160978.0,LEE M ZELDIN,REPUBLICAN,LEE M. ZELDIN,NANCY GOROFF,REP,DEM,47.0,40.0
2020,NEW YORK,3,THOMAS R SUOZZI,GEORGE AD SANTOS,DEMOCRAT,REPUBLICAN,196056,147461.0,THOMAS R SUOZZI,DEMOCRAT,THOMAS R. SUOZZI,GEORGE A.D. SANTOS,DEM,REP,50.0,39.0
2020,NEW YORK,11,NICOLE MALLIOTAKIS,MAX N ROSE,REPUBLICAN,DEMOCRAT,143420,134625.0,NICOLE MALLIOTAKIS,REPUBLICAN,NICOLE MALLIOTAKIS,MAX N. ROSE,REP,DEM,48.0,47.0
2020,NEW YORK,18,SEAN PATRICK MALONEY,CHELE C FARLEY,DEMOCRAT,REPUBLICAN,171161,128611.0,SEAN PATRICK MALONEY,DEMOCRAT,SEAN PATRICK MALONEY,CHELE FARLEY,DEM,REP,53.0,35.0
2020,NEW YORK,22,CLAUDIA TENNEY,ANTHONY J BRINDISI,REPUBLICAN,DEMOCRAT,143291,138898.0,CLAUDIA TENNEY,REPUBLICAN,ANTHONY J. BRINDISI,CLAUDIA TENNEY,DEM,REP,48.0,39.0
2020,NEW YORK,23,TOM REED,TRACY MITRANO,REPUBLICAN,DEMOCRAT,161800,116025.0,TOM REED,REPUBLICAN,THOMAS REED,TRACY MITRANO,REP,DEM,50.0,38.0
2020,NEW YORK,24,JOHN M KATKO,DANA BALTER,REPUBLICAN,DEMOCRAT,156236,147877.0,JOHN M KATKO,REPUBLICAN,DANA BALTER,JOHN KATKO,DEM,REP,47.0,47.0
2020,NORTH CAROLINA,8,RICHARD HUDSON,PATRICIA TIMMONS-GOODSON,REPUBLICAN,DEMOCRAT,202774,177781.0,RICHARD HUDSON,REPUBLICAN,RICHARD HUDSON,PATRICIA TIMMONS-GOODSON,REP,DEM,43.0,41.0
2020,NORTH CAROLINA,9,DAN BISHOP,CYNTHIA L WALLACE,REPUBLICAN,DEMOCRAT,224661,179463.0,DAN BISHOP,REPUBLICAN,CYNTHIA LEE WALLACE,DAN BISHOP,DEM,REP,33.53,29.78
2020,NORTH CAROLINA,11,MADISON CAWTHORN,MOE DAVIS,REPUBLICAN,DEMOCRAT,245351,190609.0,MADISON CAWTHORN,REPUBLICAN,DAVID MADISON CAWTHORN,MORRIS DURHAM DAVIS,REP,DEM,46.0,41.0
2020,OHIO,1,STEVE CHABOT,KATE SCHRODER,REPUBLICAN,DEMOCRAT,199560,172022.0,STEVE CHABOT,REPUBLICAN,STEVE CHABOT,KATE SCHRODER,REP,DEM,50.0,43.0
2020,OHIO,10,MICHAEL R TURNER,DESIREE TIMS,REPUBLICAN,DEMOCRAT,212972,151976.0,MICHAEL R TURNER,REPUBLICAN,MIKE TURNER,DESIREE TIMS,REP,DEM,49.0,42.0
2020,OHIO,12,TROY BALDERSON,ALAINA SHEARER,REPUBLICAN,DEMOCRAT,241790,182847.0,TROY BALDERSON,REPUBLICAN,TROY BALDERSON,ALAINA SHEARER,REP,DEM,48.0,44.0
2020,OKLAHOMA,1,KEVIN HERN,KOJO ASAMOA-CAESAR,REPUBLICAN,DEMOCRAT,213700,109641.0,KEVIN HERN,REPUBLICAN,KEVIN HERN,KOJO ASAMOA-CAESAR,REP,DEM,58.8,29.8
2020,OKLAHOMA,5,STEPHANIE BICE,KENDRA S HORN,REPUBLICAN,DEMOCRAT,158191,145658.0,STEPHANIE BICE,REPUBLICAN,KENDRA HORN,STEPHANIE BICE,DEM,REP,51.0,46.0
2020,PENNSYLVANIA,1,BRIAN K FITZPATRICK,CHRISTINA FINELLO,REPUBLICAN,DEMOCRAT,249804,191875.0,BRIAN K FITZPATRICK,REPUBLICAN,BRIAN FITZPATRICK,DEBBIE WACHSPRESS,REP,DEM,50.0,36.0
2020,PENNSYLVANIA,7,SUSAN ELLIS WILD,LISA SCHELLER,DEMOCRAT,REPUBLICAN,195475,181407.0,SUSAN ELLIS WILD,DEMOCRAT,SUSAN WILD,LISA SCHELLER,DEM,REP,52.0,39.0
2020,PENNSYLVANIA,8,MATTHEW ALTON CARTWRIGHT,JAMES ROCCO BOGNET,DEMOCRAT,REPUBLICAN,178004,165783.0,MATTHEW ALTON CARTWRIGHT,DEMOCRAT,MATT CARTWRIGHT,JIM BOGNET,DEM,REP,48.0,43.0
