,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
31406,2022,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,False,False,JONATHAN L JACKSON,DEMOCRAT,False,TOTAL,159142,237425,False,20230706,False
31407,2022,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,False,False,TORI “NICK” NICHOLSON,,True,TOTAL,13,237425,False,20230706,False
31408,2022,ILLINOIS,IL,17,33,21,US HOUSE,1,GEN,False,False,BABETTE U PEYTON,,True,TOTAL,12,237425,False,20230706,False
31409,2022,ILLINOIS,IL,17,33,21,US HOUSE,2,GEN,False,False,THOMAS LYNCH,REPUBLICAN,False,TOTAL,68761,209175,False,20230706,False
31410,2022,ILLINOIS,IL,17,33,21,US HOUSE,2,GEN,False,False,ROBIN L KELLY,DEMOCRAT,False,TOTAL,140414,209175,False,20230706,False
31411,2022,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,False,False,JUSTIN BURAU,REPUBLICAN,False,TOTAL,55995,177759,False,20230706,False
31412,2022,ILLINOIS,IL,17,33,21,US HOUSE,3,GEN,False,False,DELIA RAMIREZ,DEMOCRAT,False,TOTAL,121764,177759,False,20230706,False
31413,2022,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,False,False,JAMES FALAKOS,REPUBLICAN,False,TOTAL,37352,133047,False,20230706,False
31414,2022,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,False,False,JESÚS G “CHUY” GARCÍA,DEMOCRAT,False,TOTAL,91036,133047,False,20230706,False
31415,2022,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,False,False,EDWARD HERSHEY,WORKING CLASS,False,TOTAL,4605,133047,False,20230706,False
31416,2022,ILLINOIS,IL,17,33,21,US HOUSE,4,GEN,False,False,ALICIA MARTINEZ,,True,TOTAL,54,133047,False,20230706,False
31417,2022,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,False,False,TOMMY HANSON,REPUBLICAN,False,TOTAL,79112,274550,False,20230706,False
31418,2022,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,False,False,MIKE QUIGLEY,DEMOCRAT,False,TOTAL,190999,274550,False,20230706,False
31419,2022,ILLINOIS,IL,17,33,21,US HOUSE,5,GEN,False,False,JERICO MATIAS CRUZ,INDEPENDENT,False,TOTAL,4439,274550,False,20230706,False
31420,2022,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,False,False,KEITH PEKAU,REPUBLICAN,False,TOTAL,126351,276859,False,20230706,False
31421,2022,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,False,False,SEAN CASTEN,DEMOCRAT,False,TOTAL,150496,276859,False,20230706,False
31422,2022,ILLINOIS,IL,17,33,21,US HOUSE,6,GEN,False,False,ART JONES,,True,TOTAL,12,276859,False,20230706,False
31423,2022,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,False,False,DANNY K DAVIS,DEMOCRAT,False,TOTAL,167650,167746,False,20230706,False
31424,2022,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,False,False,CHAD KOPPIE,,True,TOTAL,83,167746,False,20230706,False
31425,2022,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,False,False,ROGER ROMANELLI,,True,TOTAL,10,167746,False,20230706,False
31426,2022,ILLINOIS,IL,17,33,21,US HOUSE,7,GEN,False,False,JOSHUA O LOYD,,True,TOTAL,3,167746,False,20230706,False
31427,2022,ILLINOIS,IL,17,33,21,US HOUSE,8,GEN,False,False,CHRIS DARGIS,REPUBLICAN,False,TOTAL,89335,207215,False,20230706,False
31428,2022,ILLINOIS,IL,17,33,21,US HOUSE,8,GEN,False,False,RAJA KRISHNAMOORTHI,DEMOCRAT,False,TOTAL,117880,207215,False,20230706,False
31429,2022,ILLINOIS,IL,17,33,21,US HOUSE,9,GEN,False,False,MAXWELL “MAX” RICE,REPUBLICAN,False,TOTAL,70915,250530,False,20230706,False
31430,2022,ILLINOIS,IL,17,33,21,US HOUSE,9,GEN,False,False,JANICE D SCHAKOWSKY,DEMOCRAT,False,TOTAL,179615,250530,False,20230706,False
31431,2022,ILLINOIS,IL,17,33,21,US HOUSE,10,GEN,False,False,JOSEPH SEVERINO,REPUBLICAN,False,TOTAL,89599,242165,False,20230706,False
31432,2022,ILLINOIS,IL,17,33,21,US HOUSE,10,GEN,False,False,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,False,TOTAL,152566,242165,False,20230706,False
31433,2022,ILLINOIS,IL,17,33,21,US HOUSE,11,GEN,False,False,CATALINA LAUF,REPUBLICAN,False,TOTAL,115069,264241,False,20230706,False
31434,2022,ILLINOIS,IL,17,33,21,US HOUSE,11,GEN,False,False,BILL FOSTER,DEMOCRAT,False,TOTAL,149172,264241,False,20230706,False
31435,2022,ILLINOIS,IL,17,33,21,US HOUSE,12,GEN,False,False,MIKE BOST,REPUBLICAN,False,TOTAL,218379,291171,False,20230706,False
31436,2022,ILLINOIS,IL,17,33,21,US HOUSE,12,GEN,False,False,HOMER “CHIP” MARKEL,DEMOCRAT,False,TOTAL,72791,291171,False,20230706,False
31437,2022,ILLINOIS,IL,17,33,21,US HOUSE,12,GEN,False,False,NANCY FOSTER,,True,TOTAL,1,291171,False,20230706,False
31438,2022,ILLINOIS,IL,17,33,21,US HOUSE,13,GEN,False,False,REGAN DEERING,REPUBLICAN,False,TOTAL,108646,250450,False,20230706,False
31439,2022,ILLINOIS,IL,17,33,21,US HOUSE,13,GEN,False,False,NIKKI BUDZINSKI,DEMOCRAT,False,TOTAL,141788,250450,False,20230706,False
31440,2022,ILLINOIS,IL,17,33,21,US HOUSE,13,GEN,False,False,NANCY FOSTER,,True,TOTAL,16,250450,False,20230706,False
31441,2022,ILLINOIS,IL,17,33,21,US HOUSE,14,GEN,False,False,SCOTT R GRYDER,REPUBLICAN,False,TOTAL,108451,236600,False,20230706,False
31442,2022,ILLINOIS,IL,17,33,21,US HOUSE,14,GEN,False,False,LAUREN UNDERWOOD,DEMOCRAT,False,TOTAL,128141,236600,False,20230706,False
31443,2022,ILLINOIS,IL,17,33,21,US HOUSE,14,GEN,False,False,BARRY A WILSON,,True,TOTAL,8,236600,False,20230706,False
31444,2022,ILLINOIS,IL,17,33,21,US HOUSE,15,GEN,False,False,MARY E MILLER,REPUBLICAN,False,TOTAL,213007,299403,False,20230706,False
31445,2022,ILLINOIS,IL,17,33,21,US HOUSE,15,GEN,False,False,PAUL J LANGE,DEMOCRAT,False,TOTAL,86396,299403,False,20230706,False
31446,2022,ILLINOIS,IL,17,33,21,US HOUSE,16,GEN,False,False,DARIN LAHOOD,REPUBLICAN,False,TOTAL,197621,297946,False,20230706,False
31447,2022,ILLINOIS,IL,17,33,21,US HOUSE,16,GEN,False,False,ELIZABETH “LISA” HADERLEIN,DEMOCRAT,False,TOTAL,100325,297946,False,20230706,False
31448,2022,ILLINOIS,IL,17,33,21,US HOUSE,17,GEN,False,False,ESTHER JOY KING,REPUBLICAN,False,TOTAL,111931,233123,False,20230706,False
31449,2022,ILLINOIS,IL,17,33,21,US HOUSE,17,GEN,False,False,ERIC SORENSEN,DEMOCRAT,False,TOTAL,121186,233123,False,20230706,False
31450,2022,ILLINOIS,IL,17,33,21,US HOUSE,17,GEN,False,False,BRAD AHRENS,,True,TOTAL,6,233123,False,20230706,False
31451,2022,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,ANDY HARRIS,REPUBLICAN,False,TOTAL,159673,293358,False,20230706,False
31452,2022,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,HEATHER R MIZEUR,DEMOCRAT,False,TOTAL,126511,293358,False,20230706,False
31453,2022,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,DANIEL FRANK THIBEAULT,LIBERTARIAN,False,TOTAL,6924,293358,False,20230706,False
31454,2022,MARYLAND,MD,24,52,52,US HOUSE,1,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,250,293358,False,20230706,False
31455,2022,MARYLAND,MD,24,52,52,US HOUSE,2,GEN,False,False,NICOLEE AMBROSE,REPUBLICAN,False,TOTAL,109075,268434,False,20230706,False
31456,2022,MARYLAND,MD,24,52,52,US HOUSE,2,GEN,False,False,C A DUTCH RUPPERSBERGER,DEMOCRAT,False,TOTAL,158998,268434,False,20230706,False
31457,2022,MARYLAND,MD,24,52,52,US HOUSE,2,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,361,268434,False,20230706,False
31458,2022,MARYLAND,MD,24,52,52,US HOUSE,3,GEN,False,False,YURIPZY MORGAN,REPUBLICAN,False,TOTAL,115801,291602,False,20230706,False
31459,2022,MARYLAND,MD,24,52,52,US HOUSE,3,GEN,False,False,JOHN P SARBANES,DEMOCRAT,False,TOTAL,175514,291602,False,20230706,False
31460,2022,MARYLAND,MD,24,52,52,US HOUSE,3,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,287,291602,False,20230706,False
31461,2022,MARYLAND,MD,24,52,52,US HOUSE,4,GEN,False,False,JEFF WARNER,REPUBLICAN,False,TOTAL,15441,160009,False,20230706,False
31462,2022,MARYLAND,MD,24,52,52,US HOUSE,4,GEN,False,False,GLENN F IVEY,DEMOCRAT,False,TOTAL,144168,160009,False,20230706,False
31463,2022,MARYLAND,MD,24,52,52,US HOUSE,4,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,400,160009,False,20230706,False
31464,2022,MARYLAND,MD,24,52,52,US HOUSE,5,GEN,False,False,CHRIS PALOMBI,REPUBLICAN,False,TOTAL,94000,276920,False,20230706,False
31465,2022,MARYLAND,MD,24,52,52,US HOUSE,5,GEN,False,False,STENY H HOYER,DEMOCRAT,False,TOTAL,182478,276920,False,20230706,False
31466,2022,MARYLAND,MD,24,52,52,US HOUSE,5,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,442,276920,False,20230706,False
31467,2022,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,NEIL C PARROTT,REPUBLICAN,False,TOTAL,115771,256398,False,20230706,False
31468,2022,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,DAVID J TRONE,DEMOCRAT,False,TOTAL,140295,256398,False,20230706,False
31469,2022,MARYLAND,MD,24,52,52,US HOUSE,6,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,332,256398,False,20230706,False
31470,2022,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,SCOTT M COLLIER,REPUBLICAN,False,TOTAL,32737,184801,False,20230706,False
31471,2022,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,KWEISI MFUME,DEMOCRAT,False,TOTAL,151640,184801,False,20230706,False
31472,2022,MARYLAND,MD,24,52,52,US HOUSE,7,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,424,184801,False,20230706,False
31473,2022,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,GREGORY THOMAS COLL,REPUBLICAN,False,TOTAL,47965,264206,False,20230706,False
31474,2022,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,JAMIE RASKIN,DEMOCRAT,False,TOTAL,211842,264206,False,20230706,False
31475,2022,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,ANDRÉS GARCIA,LIBERTARIAN,False,TOTAL,4125,264206,False,20230706,False
31476,2022,MARYLAND,MD,24,52,52,US HOUSE,8,GEN,False,False,OTHER WRITE-INS,,True,TOTAL,274,264206,False,20230706,False
31477,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,DEAN JAMES MARTILLI,REPUBLICAN,False,TOTAL,98386,263651,False,20230706,False
31478,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,RICHARD E NEAL,DEMOCRAT,False,TOTAL,157635,263651,False,20230706,False
31479,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,BLANKS,,False,TOTAL,7252,263651,False,20230706,False
31480,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,GEN,False,False,ALL OTHERS,,False,TOTAL,378,263651,False,20230706,False
31481,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,JEFFREY A SOSSA-PAQUETTE,REPUBLICAN,False,TOTAL,91956,280071,False,20230706,False
31482,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,JAMES P MCGOVERN,DEMOCRAT,False,TOTAL,180639,280071,False,20230706,False
31483,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,BLANKS,,False,TOTAL,7200,280071,False,20230706,False
31484,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,GEN,False,False,ALL OTHERS,,False,TOTAL,276,280071,False,20230706,False
31485,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,DEAN A TRAN,REPUBLICAN,False,TOTAL,88585,251389,False,20230706,False
31486,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,LORI TRAHAN,DEMOCRAT,False,TOTAL,154496,251389,False,20230706,False
31487,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,BLANKS,,False,TOTAL,8088,251389,False,20230706,False
31488,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,GEN,False,False,ALL OTHERS,,False,TOTAL,220,251389,False,20230706,False
31489,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,JAKE AUCHINCLOSS,DEMOCRAT,False,TOTAL,201882,291569,False,20230706,False
31490,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,BLANKS,,False,TOTAL,83290,291569,False,20230706,False
31491,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,GEN,False,False,ALL OTHERS,,False,TOTAL,6397,291569,False,20230706,False
31492,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,CAROLINE COLARUSSO,REPUBLICAN,False,TOTAL,71491,284881,False,20230706,False
31493,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,KATHERINE M CLARK,DEMOCRAT,False,TOTAL,203994,284881,False,20230706,False
31494,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,BLANKS,,False,TOTAL,9210,284881,False,20230706,False
31495,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,GEN,False,False,ALL OTHERS,,False,TOTAL,186,284881,False,20230706,False
31496,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,BOB MAY,REPUBLICAN,False,TOTAL,110770,323032,False,20230706,False
31497,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,SETH MOULTON,DEMOCRAT,False,TOTAL,198119,323032,False,20230706,False
31498,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,MARK T TASHJIAN,LIBERTARIAN,False,TOTAL,5995,323032,False,20230706,False
31499,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,BLANKS,,False,TOTAL,7951,323032,False,20230706,False
31500,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,GEN,False,False,ALL OTHERS,,False,TOTAL,197,323032,False,20230706,False
31501,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,"DONNIE DIONICIO PALMER, JR",REPUBLICAN,False,TOTAL,27129,189830,False,20230706,False
31502,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,AYANNA PRESSLEY,DEMOCRAT,False,TOTAL,151825,189830,False,20230706,False
31503,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,BLANKS,,False,TOTAL,10319,189830,False,20230706,False
31504,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,GEN,False,False,ALL OTHERS,,False,TOTAL,557,189830,False,20230706,False
31505,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,ROBERT G BURKE,REPUBLICAN,False,TOTAL,82126,284583,False,20230706,False
31506,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,STEPHEN F LYNCH,DEMOCRAT,False,TOTAL,189987,284583,False,20230706,False
31507,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,BLANKS,,False,TOTAL,12019,284583,False,20230706,False
31508,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,GEN,False,False,ALL OTHERS,,False,TOTAL,451,284583,False,20230706,False
31509,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,JESSE G BROWN,REPUBLICAN,False,TOTAL,136347,342455,False,20230706,False
31510,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,WILLIAM R KEATING,DEMOCRAT,False,TOTAL,197823,342455,False,20230706,False
31511,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,BLANKS,,False,TOTAL,8135,342455,False,20230706,False
31512,2022,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,GEN,False,False,ALL OTHERS,,False,TOTAL,150,342455,False,20230706,False
31513,2022,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,JACK BERGMAN,REPUBLICAN,False,TOTAL,233094,388599,False,20230706,False
31514,2022,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,BOB LORINSER,DEMOCRAT,False,TOTAL,145403,388599,False,20230706,False
31515,2022,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,LIZ HAKOLA,WORKING CLASS,False,TOTAL,5510,388599,False,20230706,False
31516,2022,MICHIGAN,MI,26,34,23,US HOUSE,1,GEN,False,False,ANDREW GALE,LIBERTARIAN,False,TOTAL,4592,388599,False,20230706,False
31517,2022,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,JOHN R MOOLENAAR,REPUBLICAN,False,TOTAL,216222,339521,False,20230706,False
31518,2022,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,JERRY HILLIARD,DEMOCRAT,False,TOTAL,116452,339521,False,20230706,False
31519,2022,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,NATHAN HEWER,LIBERTARIAN,False,TOTAL,6847,339521,False,20230706,False
31520,2022,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,JOHN GIBBS,REPUBLICAN,False,TOTAL,142229,338988,False,20230706,False
31521,2022,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,HILLARY SCHOLTEN,DEMOCRAT,False,TOTAL,185989,338988,False,20230706,False
31522,2022,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,JAMIE LEWIS,LIBERTARIAN,False,TOTAL,6634,338988,False,20230706,False
31523,2022,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,LOUIS PALUS,WORKING CLASS,False,TOTAL,4136,338988,False,20230706,False
31524,2022,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,BILL HUIZENGA,REPUBLICAN,False,TOTAL,183936,338348,False,20230706,False
31525,2022,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,JOSEPH ALFONSO,DEMOCRAT,False,TOTAL,143690,338348,False,20230706,False
31526,2022,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,LORENCE WENKE,LIBERTARIAN,False,TOTAL,8478,338348,False,20230706,False
31527,2022,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,CURTIS MICHAEL CLARK,U.S. TAXPAYERS,False,TOTAL,2244,338348,False,20230706,False
31528,2022,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,TIM WALBERG,REPUBLICAN,False,TOTAL,198020,317258,False,20230706,False
31529,2022,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,BART GOLDBERG,DEMOCRAT,False,TOTAL,110946,317258,False,20230706,False
31530,2022,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,NORMAN M PETERSON,LIBERTARIAN,False,TOTAL,5129,317258,False,20230706,False
31531,2022,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,EZRA SCOTT,U.S. TAXPAYERS,False,TOTAL,3162,317258,False,20230706,False
31532,2022,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,MICHAEL LEE JOHNSON,,True,TOTAL,1,317258,False,20230706,False
31533,2022,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,WHITTNEY WILLIAMS,REPUBLICAN,False,TOTAL,125167,366927,False,20230706,False
31534,2022,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,DEBBIE DINGELL,DEMOCRAT,False,TOTAL,241759,366927,False,20230706,False
31535,2022,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,FRANK ACOSTA,,True,TOTAL,1,366927,False,20230706,False
31536,2022,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,TOM BARRETT,REPUBLICAN,False,TOTAL,172624,372708,False,20230706,False
31537,2022,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,ELISSA SLOTKIN,DEMOCRAT,False,TOTAL,192809,372708,False,20230706,False
31538,2022,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,LEAH R DAILEY,LIBERTARIAN,False,TOTAL,7275,372708,False,20230706,False
31539,2022,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,PAUL JUNGE,REPUBLICAN,False,TOTAL,143850,335829,False,20230706,False
31540,2022,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,DANIEL T KILDEE,DEMOCRAT,False,TOTAL,178322,335829,False,20230706,False
31541,2022,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,KATHY GOODWIN,WORKING CLASS,False,TOTAL,9077,335829,False,20230706,False
31542,2022,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,DAVID CANNY,LIBERTARIAN,False,TOTAL,4580,335829,False,20230706,False
31543,2022,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,LISA MCCLAIN,REPUBLICAN,False,TOTAL,238300,372922,False,20230706,False
31544,2022,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,BRIAN JAYE,DEMOCRAT,False,TOTAL,123702,372922,False,20230706,False
31545,2022,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,JIM WALKOWICZ,WORKING CLASS,False,TOTAL,6571,372922,False,20230706,False
31546,2022,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,JAKE KELTS,LIBERTARIAN,False,TOTAL,4349,372922,False,20230706,False
31547,2022,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,JOHN JAMES,REPUBLICAN,False,TOTAL,159202,326237,False,20230706,False
31548,2022,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,CARL J MARLINGA,DEMOCRAT,False,TOTAL,157602,326237,False,20230706,False
31549,2022,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,ANDREA L KIRBY,WORKING CLASS,False,TOTAL,5905,326237,False,20230706,False
31550,2022,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,MIKE SALIBA,LIBERTARIAN,False,TOTAL,3524,326237,False,20230706,False
31551,2022,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,DARKO MARTINOVSKI,,True,TOTAL,4,326237,False,20230706,False
31552,2022,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,MARK AMBROSE,REPUBLICAN,False,TOTAL,141642,366179,False,20230706,False
31553,2022,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,HALEY M STEVENS,DEMOCRAT,False,TOTAL,224537,366179,False,20230706,False
31554,2022,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,STEVEN ELLIOTT,REPUBLICAN,False,TOTAL,72888,277577,False,20230706,False
31555,2022,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,RASHIDA TLAIB,DEMOCRAT,False,TOTAL,196643,277577,False,20230706,False
31556,2022,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,GARY WALKOWICZ,WORKING CLASS,False,TOTAL,8046,277577,False,20230706,False
31557,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,MARTELL D BIVINGS,REPUBLICAN,False,TOTAL,56187,234444,False,20230706,False
31558,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,SHRI THANEDAR,DEMOCRAT,False,TOTAL,166650,234444,False,20230706,False
31559,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,SIMONE R COLEMAN,WORKING CLASS,False,TOTAL,8833,234444,False,20230706,False
31560,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,CHRIS DARDZINSKI,U.S. TAXPAYERS,False,TOTAL,2769,234444,False,20230706,False
31561,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,BRENDA K SANDERS,,True,TOTAL,3,234444,False,20230706,False
31562,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,RONALD COLE,,True,TOTAL,1,234444,False,20230706,False
31563,2022,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,ROGELIO J LANDIN,,True,TOTAL,1,234444,False,20230706,False
31564,2022,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,BRAD FINSTAD,REPUBLICAN,False,TOTAL,159621,296547,False,20230706,False
31565,2022,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,JEFF ETTINGER,DEMOCRATIC-FARMER-LABOR,False,TOTAL,125457,296547,False,20230706,False
31566,2022,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,RICHARD B REISDORF,LEGAL MARIJUANA NOW,False,TOTAL,6389,296547,False,20230706,False
31567,2022,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,BRIAN ABRAHAMSON,GRASSROOTS-LEGALIZE CANNABIS,False,TOTAL,4943,296547,False,20230706,False
31568,2022,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,WRITEIN,,True,TOTAL,137,296547,False,20230706,False
31569,2022,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,TYLER KISTNER,REPUBLICAN,False,TOTAL,148576,325472,False,20230706,False
31570,2022,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,ANGIE CRAIG,DEMOCRAT,False,TOTAL,165583,325472,False,20230706,False
31571,2022,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,PAULA M OVERBY,LEGAL MARIJUANA NOW,False,TOTAL,10728,325472,False,20230706,False
31572,2022,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,585,325472,False,20230706,False
31573,2022,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,TOM WEILER,REPUBLICAN,False,TOTAL,134797,333921,False,20230706,False
31574,2022,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,DEAN PHILLIPS,DEMOCRAT,False,TOTAL,198883,333921,False,20230706,False
31575,2022,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,WRITEIN,,True,TOTAL,241,333921,False,20230706,False
31576,2022,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,MAY LOR XIONG,REPUBLICAN,False,TOTAL,95493,295973,False,20230706,False
31577,2022,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,BETTY MCCOLLUM,DEMOCRAT,False,TOTAL,200055,295973,False,20230706,False
