,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
28842,2018,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,,False,LEONARD SCHWARTZ,LIBERTARIAN,False,TOTAL,5799,350901,False,20230706,False
28843,2018,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,,False,DEBBIE DINGELL,DEMOCRAT,False,TOTAL,200588,294628,False,20230706,False
28844,2018,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,,False,GARY WALKOWICZ,WORKING CLASS,False,TOTAL,6712,294628,False,20230706,False
28845,2018,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,,False,JEFF JONES,REPUBLICAN,False,TOTAL,85115,294628,False,20230706,False
28846,2018,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,,False,NILES NIEMUTH,NO  AFFILIATION,False,TOTAL,2213,294628,False,20230706,False
28847,2018,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,,False,D ETTA WILCOXON,GREEN,False,TOTAL,7980,196299,False,20230706,False
28848,2018,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,,False,RASHIDA TLAIB,DEMOCRAT,False,TOTAL,165355,196299,False,20230706,False
28849,2018,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,,False,SAM JOHNSON,WORKING CLASS,False,TOTAL,22186,196299,False,20230706,False
28850,2018,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,,False,WRITEIN,,True,TOTAL,778,196299,False,20230706,False
28851,2018,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,,False,BRENDA LAWRENCE,DEMOCRAT,False,TOTAL,214334,264994,False,20230706,False
28852,2018,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,,False,MARC S HERSCHFUS,REPUBLICAN,False,TOTAL,45899,264994,False,20230706,False
28853,2018,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,,False,PHILIP KOLODY,WORKING CLASS,False,TOTAL,4761,264994,False,20230706,False
28854,2018,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,,False,DAN FEEHAN,DEMOCRATIC-FARMER-LABOR,False,TOTAL,144885,291661,False,20230706,False
28855,2018,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,,False,JIM HAGEDORN,REPUBLICAN,False,TOTAL,146200,291661,False,20230706,False
28856,2018,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,,False,WRITEIN,,True,TOTAL,576,291661,False,20230706,False
28857,2018,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,,False,ANGIE CRAIG,DEMOCRATIC-FARMER-LABOR,False,TOTAL,177958,337968,False,20230706,False
28858,2018,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,,False,JASON LEWIS,REPUBLICAN,False,TOTAL,159344,337968,False,20230706,False
28859,2018,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,,False,WRITEIN,,True,TOTAL,666,337968,False,20230706,False
28860,2018,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,,False,DEAN PHILLIPS,DEMOCRATIC-FARMER-LABOR,False,TOTAL,202404,363949,False,20230706,False
28861,2018,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,,False,ERIK PAULSEN,REPUBLICAN,False,TOTAL,160839,363949,False,20230706,False
28862,2018,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,,False,WRITEIN,,True,TOTAL,706,363949,False,20230706,False
28863,2018,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,,False,BETTY MCCOLLUM,DEMOCRATIC-FARMER-LABOR,False,TOTAL,216865,328614,False,20230706,False
28864,2018,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,,False,GREG RYAN,REPUBLICAN,False,TOTAL,97747,328614,False,20230706,False
28865,2018,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,,False,SUSAN PENDERGAST SINDT,LEGAL MARIJUANA NOW,False,TOTAL,13776,328614,False,20230706,False
28866,2018,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,,False,WRITEIN,,True,TOTAL,226,328614,False,20230706,False
28867,2018,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,,False,ILHAN OMAR,DEMOCRATIC-FARMER-LABOR,False,TOTAL,267703,343358,False,20230706,False
28868,2018,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,,False,JENNIFER ZIELINSKI,REPUBLICAN,False,TOTAL,74440,343358,False,20230706,False
28869,2018,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,,False,WRITEIN,,True,TOTAL,1215,343358,False,20230706,False
28870,2018,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,,False,IAN TODD,DEMOCRATIC-FARMER-LABOR,False,TOTAL,122332,315726,False,20230706,False
28871,2018,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,,False,TOM EMMER,REPUBLICAN,False,TOTAL,192931,315726,False,20230706,False
28872,2018,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,,False,WRITEIN,,True,TOTAL,463,315726,False,20230706,False
28873,2018,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,,False,COLLIN C PETERSON,DEMOCRATIC-FARMER-LABOR,False,TOTAL,146672,281509,False,20230706,False
28874,2018,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,,False,DAVE HUGHES,REPUBLICAN,False,TOTAL,134668,281509,False,20230706,False
28875,2018,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,,False,WRITEIN,,True,TOTAL,169,281509,False,20230706,False
28876,2018,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,,False,JOE RADINOVICH,DEMOCRATIC-FARMER-LABOR,False,TOTAL,141950,314211,False,20230706,False
28877,2018,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,,False,PETE STAUBER,REPUBLICAN,False,TOTAL,159364,314211,False,20230706,False
28878,2018,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,,False,RAY SKIP SANDMAN,INDEPENDENCE,False,TOTAL,12741,314211,False,20230706,False
28879,2018,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,,False,WRITEIN,,True,TOTAL,156,314211,False,20230706,False
28880,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,,False,RANDY MACK WADKINS,DEMOCRAT,False,TOTAL,76601,236521,False,20230706,False
28881,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,,False,TRACELLA LOU O'HARA HILL,REFORM,False,TOTAL,1675,236521,False,20230706,False
28882,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,,False,TRENT KELLY,REPUBLICAN,False,TOTAL,158245,236521,False,20230706,False
28883,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,,False,BENNIE G THOMPSON,DEMOCRAT,False,TOTAL,158921,221379,False,20230706,False
28884,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,,False,IRVING HARRIS,REFORM,False,TOTAL,14354,221379,False,20230706,False
28885,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,,False,TROY RAY,INDEPENDENT,False,TOTAL,48104,221379,False,20230706,False
28886,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,,False,MATTHEW HOLLAND,REFORM,False,TOTAL,2526,257271,False,20230706,False
28887,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,,False,MICHAEL GUEST,REPUBLICAN,False,TOTAL,160284,257271,False,20230706,False
28888,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,,False,MICHAEL TED EVANS,DEMOCRAT,False,TOTAL,94461,257271,False,20230706,False
28889,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,,False,JERAMEY ANDERSON,DEMOCRAT,False,TOTAL,68787,223732,False,20230706,False
28890,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,,False,LAJENA SHEETS,REFORM,False,TOTAL,2312,223732,False,20230706,False
28891,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,,False,STEVEN PALAZZO,REPUBLICAN,False,TOTAL,152633,223732,False,20230706,False
28892,2018,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,,False,LACY CLAY,DEMOCRAT,False,TOTAL,219781,274375,False,20230706,False
28893,2018,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,,False,ROBB CUNNINGHAM,LIBERTARIAN,False,TOTAL,8727,274375,False,20230706,False
28894,2018,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,,False,ROBERT VROMAN,REPUBLICAN,False,TOTAL,45867,274375,False,20230706,False
28895,2018,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,,False,ANN WAGNER,REPUBLICAN,False,TOTAL,192477,376066,False,20230706,False
28896,2018,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,,False,CORT VANOSTRAN,DEMOCRAT,False,TOTAL,177611,376066,False,20230706,False
28897,2018,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,,False,DAVID JUSTUS ARNOLD,GREEN,False,TOTAL,1740,376066,False,20230706,False
28898,2018,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,,False,LARRY A KIRK,LIBERTARIAN,False,TOTAL,4229,376066,False,20230706,False
28899,2018,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,,False,WRITEIN,,True,TOTAL,9,376066,False,20230706,False
28900,2018,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,,False,BLAINE LUETKEMEYER,REPUBLICAN,False,TOTAL,211243,324608,False,20230706,False
28901,2018,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,,False,DONALD V STOLLE,LIBERTARIAN,False,TOTAL,6776,324608,False,20230706,False
28902,2018,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,,False,KATY GEPPERT,DEMOCRAT,False,TOTAL,106589,324608,False,20230706,False
28903,2018,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,,False,MARK BLISS,LIBERTARIAN,False,TOTAL,7210,293316,False,20230706,False
28904,2018,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,,False,RENEE HOAGENSON,DEMOCRAT,False,TOTAL,95968,293316,False,20230706,False
28905,2018,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,,False,VICKY HARTZLER,REPUBLICAN,False,TOTAL,190138,293316,False,20230706,False
28906,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,ALEXANDER HOWELL,LIBERTARIAN,False,TOTAL,4725,283785,False,20230706,False
28907,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,EC FREDLAND,CONSTITUTION,False,TOTAL,876,283785,False,20230706,False
28908,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,EMANUEL CLEAVER II,DEMOCRAT,False,TOTAL,175019,283785,False,20230706,False
28909,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,JACOB TURK,REPUBLICAN,False,TOTAL,101069,283785,False,20230706,False
28910,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,MAURICE COPELAND,GREEN,False,TOTAL,2091,283785,False,20230706,False
28911,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,WRITEIN,,True,TOTAL,5,283785,False,20230706,False
28912,2018,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,,False,DAN HOGAN,LIBERTARIAN,False,TOTAL,7953,305409,False,20230706,False
28913,2018,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,,False,HENRY ROBERT MARTIN,DEMOCRAT,False,TOTAL,97660,305409,False,20230706,False
28914,2018,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,,False,SAM GRAVES,REPUBLICAN,False,TOTAL,199796,305409,False,20230706,False
28915,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,BENJAMIN T BRIXEY,LIBERTARIAN,False,TOTAL,10920,296455,False,20230706,False
28916,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,BILLY LONG,REPUBLICAN,False,TOTAL,196343,296455,False,20230706,False
28917,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,JAMIE DANIEL SCHOOLCRAFT,DEMOCRAT,False,TOTAL,89190,296455,False,20230706,False
28918,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,WRITEIN,,True,TOTAL,2,296455,False,20230706,False
28919,2018,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,,False,JASON SMITH,REPUBLICAN,False,TOTAL,194042,264399,False,20230706,False
28920,2018,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,,False,JONATHAN L SHELL,LIBERTARIAN,False,TOTAL,4206,264399,False,20230706,False
28921,2018,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,,False,KATHY ELLIS,DEMOCRAT,False,TOTAL,66151,264399,False,20230706,False
28922,2018,MONTANA,MT,30,81,64,US HOUSE,0,GEN,,False,ELINOR SWANSON,LIBERTARIAN,False,TOTAL,14476,504421,False,20230706,False
28923,2018,MONTANA,MT,30,81,64,US HOUSE,0,GEN,,False,GREG GIANFORTE,REPUBLICAN,False,TOTAL,256661,504421,False,20230706,False
28924,2018,MONTANA,MT,30,81,64,US HOUSE,0,GEN,,False,KATHLEEN WILLIAMS,DEMOCRAT,False,TOTAL,233284,504421,False,20230706,False
28925,2018,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,,False,JEFF FORTENBERRY,REPUBLICAN,False,TOTAL,141712,234781,False,20230706,False
28926,2018,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,,False,JESSICA MCCLURE,DEMOCRAT,False,TOTAL,93069,234781,False,20230706,False
28927,2018,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,,False,DON BACON,REPUBLICAN,False,TOTAL,126715,248485,False,20230706,False
28928,2018,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,,False,KARA EASTMAN,DEMOCRAT,False,TOTAL,121770,248485,False,20230706,False
28929,2018,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,,False,ADRIAN SMITH,REPUBLICAN,False,TOTAL,163650,213304,False,20230706,False
28930,2018,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,,False,PAUL THEOBALD,DEMOCRAT,False,TOTAL,49654,213304,False,20230706,False
28931,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,DAN GARFIELD,INDEPENDENT AMERICAN,False,TOTAL,2454,152201,False,20230706,False
28932,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,DINA TITUS,DEMOCRAT,False,TOTAL,100707,152201,False,20230706,False
28933,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,JOYCE BENTLEY,REPUBLICAN,False,TOTAL,46978,152201,False,20230706,False
28934,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,ROBERT STRAWDER,LIBERTARIAN,False,TOTAL,2062,152201,False,20230706,False
28935,2018,NEVADA,NV,32,88,65,US HOUSE,2,GEN,,False,CLINT KOBLE,DEMOCRAT,False,TOTAL,120102,287537,False,20230706,False
28936,2018,NEVADA,NV,32,88,65,US HOUSE,2,GEN,,False,MARK E AMODEI,REPUBLICAN,False,TOTAL,167435,287537,False,20230706,False
28937,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,DANNY TARKANIAN,REPUBLICAN,False,TOTAL,122566,286168,False,20230706,False
28938,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,DAVID GOOSEEN,INDEPENDENT,False,TOTAL,3627,286168,False,20230706,False
28939,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,GIL EISNER,INDEPENDENT,False,TOTAL,1887,286168,False,20230706,False
28940,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,HARRY L VICKERS,INDEPENDENT AMERICAN,False,TOTAL,3481,286168,False,20230706,False
28941,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,STEVE BROWN,LIBERTARIAN,False,TOTAL,4555,286168,False,20230706,False
28942,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,SUSIE LEE,DEMOCRAT,False,TOTAL,148501,286168,False,20230706,False
28943,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,TONY GUMINA,INDEPENDENT,False,TOTAL,1551,286168,False,20230706,False
28944,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,CRESENT HARDY,REPUBLICAN,False,TOTAL,102748,234868,False,20230706,False
28945,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,DEAN MCGONIGLE,INDEPENDENT,False,TOTAL,2032,234868,False,20230706,False
28946,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,GREGG LUCKNER,LIBERTARIAN,False,TOTAL,2213,234868,False,20230706,False
28947,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,RODNEY SMITH,INDEPENDENT,False,TOTAL,2733,234868,False,20230706,False
28948,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,STEVEN A HORSFORD,DEMOCRAT,False,TOTAL,121962,234868,False,20230706,False
28949,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,WARREN ROSS MARKOWITZ,INDEPENDENT AMERICAN,False,TOTAL,3180,234868,False,20230706,False
28950,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,CHRIS PAPPAS,DEMOCRAT,False,TOTAL,155884,291039,False,20230706,False
28951,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,DAN BELFORTI,LIBERTARIAN,False,TOTAL,4048,291039,False,20230706,False
28952,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,EDDIE EDWARDS,REPUBLICAN,False,TOTAL,130996,291039,False,20230706,False
28953,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,WRITEIN,,True,TOTAL,111,291039,False,20230706,False
28954,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,ANNE MCLANE KUSTER,DEMOCRAT,False,TOTAL,155358,279705,False,20230706,False
28955,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,JUSTIN O'DONNELL,LIBERTARIAN,False,TOTAL,6206,279705,False,20230706,False
28956,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,STEVEN NEGRON,REPUBLICAN,False,TOTAL,117990,279705,False,20230706,False
28957,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,WRITEIN,,True,TOTAL,151,279705,False,20230706,False
28958,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,DONALD W NORCROSS,DEMOCRAT,False,TOTAL,169628,263418,False,20230706,False
28959,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,MOHAMMAD KABIR,YOUR VOICE HARD,False,TOTAL,984,263418,False,20230706,False
28960,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,PAUL E DILKS,REPUBLICAN,False,TOTAL,87617,263418,False,20230706,False
28961,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,PAUL HAMLIN,WE DESERVE BETTER,False,TOTAL,2368,263418,False,20230706,False
28962,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,ROBERT SHAPIRO,LIBERTARIAN,False,TOTAL,2821,263418,False,20230706,False
28963,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,,False,ANTHONY PARISI SANCHEZ,CANNOT BE BOUGHT,False,TOTAL,1064,258363,False,20230706,False
28964,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,,False,JEFF VAN DREW,DEMOCRAT,False,TOTAL,136685,258363,False,20230706,False
28965,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,,False,JOHN ORDILLE,LIBERTARIAN,False,TOTAL,1726,258363,False,20230706,False
28966,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,,False,SETH GROSSMAN,REPUBLICAN,False,TOTAL,116866,258363,False,20230706,False
28967,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,,False,STEVEN FENICHEL,TIME FOR TRUTH,False,TOTAL,1154,258363,False,20230706,False
28968,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,,False,WILLIAM R BENFER,OTHER,False,TOTAL,868,258363,False,20230706,False
28969,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,,False,ANDY KIM,DEMOCRAT,False,TOTAL,153473,306875,False,20230706,False
28970,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,,False,LAWRENCE BERLINSKI,CONSTITUTION,False,TOTAL,3902,306875,False,20230706,False
28971,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,,False,TOM MACARTHUR,REPUBLICAN,False,TOTAL,149500,306875,False,20230706,False
28972,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,ALLEN YUSUFOV,TIME FOR CHANGE,False,TOTAL,371,294348,False,20230706,False
28973,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,BRIAN J REYNOLDS,CHECK THIS COLUMN,False,TOTAL,851,294348,False,20230706,False
28974,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,CHRISTOPHER H SMITH,REPUBLICAN,False,TOTAL,163065,294348,False,20230706,False
28975,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,EDWARD C STACKHOUSE JR,ED THE BARBER,False,TOTAL,1064,294348,False,20230706,False
28976,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,FELICIA STOLER,THE INCLUSION CANDIDATE,False,TOTAL,844,294348,False,20230706,False
28977,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,JOSHUA WELLE,DEMOCRAT,False,TOTAL,126766,294348,False,20230706,False
28978,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,,False,MICHAEL RUFO,LIBERTARIAN,False,TOTAL,1387,294348,False,20230706,False
28979,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,,False,JAMES TOSONE,LIBERTARIAN,False,TOTAL,2115,301823,False,20230706,False
28980,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,,False,JOHN J MCCANN JR,REPUBLICAN,False,TOTAL,128255,301823,False,20230706,False
28981,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,,False,JOSH GOTTHEIMER,DEMOCRAT,False,TOTAL,169546,301823,False,20230706,False
28982,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,,False,WENDY W GOETZ,"TRADE, HEALTH, ENVIRONMENT",False,TOTAL,1907,301823,False,20230706,False
28983,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,6,GEN,,False,FRANK PALLONE JR,DEMOCRAT,False,TOTAL,140752,221195,False,20230706,False
28984,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,6,GEN,,False,RICHARD J PEZZULLO,REPUBLICAN,False,TOTAL,80443,221195,False,20230706,False
28985,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,,False,DIANE MOXLEY,GREEN,False,TOTAL,2676,322742,False,20230706,False
28986,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,,False,GREGG MELE,"FREEDOM, RESPONSIBILITY, ACTION",False,TOTAL,2296,322742,False,20230706,False
28987,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,,False,LEONARD LANCE,REPUBLICAN,False,TOTAL,150785,322742,False,20230706,False
28988,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,,False,TOM MALINOWSKI,DEMOCRAT,False,TOTAL,166985,322742,False,20230706,False
28989,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,,False,ALBIO SIRES,DEMOCRAT,False,TOTAL,119881,153455,False,20230706,False
28990,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,,False,DAN DELANEY,LIBERTARIAN,False,TOTAL,1191,153455,False,20230706,False
28991,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,,False,JOHN R MUNIZ,REPUBLICAN,False,TOTAL,28725,153455,False,20230706,False
28992,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,,False,MAHMOUD MAHMOUD,NEW WAY FORWARD,False,TOTAL,3658,153455,False,20230706,False
28993,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,,False,BILL PASCRELL JR,DEMOCRAT,False,TOTAL,140832,200416,False,20230706,False
28994,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,,False,CLAUDIO BELUSIC,LIBERTARIAN,False,TOTAL,1730,200416,False,20230706,False
28995,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,,False,ERIC P FISHER,REPUBLICAN,False,TOTAL,57854,200416,False,20230706,False
28996,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,,False,AGHA KHAN,REPUBLICAN,False,TOTAL,20191,200159,False,20230706,False
28997,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,,False,CYNTHIA JOHNSON,C4C 2018,False,TOTAL,2070,200159,False,20230706,False
28998,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,,False,DONALD M PAYNE JR,DEMOCRAT,False,TOTAL,175253,200159,False,20230706,False
28999,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,,False,JOANNE MILLER,NEVER GIVE UP,False,TOTAL,2038,200159,False,20230706,False
29000,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,,False,SCOTT DIROMA,LIBERTARIAN,False,TOTAL,607,200159,False,20230706,False
29001,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,,False,JAY WEBBER,REPUBLICAN,False,TOTAL,136322,323574,False,20230706,False
29002,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,,False,MIKIE SHERRILL,DEMOCRAT,False,TOTAL,183684,323574,False,20230706,False
29003,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,,False,ROBERT F CROOK,"HONESTY, INTEGRITY, COMPASSION",False,TOTAL,2182,323574,False,20230706,False
29004,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,,False,RYAN MARTINEZ,LIBERTARIAN,False,TOTAL,1386,323574,False,20230706,False
29005,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,12,GEN,,False,BONNIE WATSON COLEMAN,DEMOCRAT,False,TOTAL,173334,252375,False,20230706,False
29006,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,12,GEN,,False,DARYL KIPNIS,REPUBLICAN,False,TOTAL,79041,252375,False,20230706,False
29007,2018,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,,False,DEBRA A HAALAND,DEMOCRAT,False,TOTAL,147336,249162,False,20230706,False
29008,2018,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,,False,JANICE E ARNOLD-JONES,REPUBLICAN,False,TOTAL,90507,249162,False,20230706,False
29009,2018,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,,False,LLOYD J PRINCETON,LIBERTARIAN,False,TOTAL,11319,249162,False,20230706,False
29010,2018,NEW MEXICO,NM,35,85,66,US HOUSE,2,GEN,,False,XOCHITL TORRES SMALL,DEMOCRAT,False,TOTAL,101489,199256,False,20230706,False
