year,state,district,c1,c2,c1_party,c2_party,c1_votes,c2_votes,winner,winner_party
2018,KENTUCKY,4,THOMAS MASSIE,SETH HALL,REPUBLICAN,DEMOCRAT,162946,90536.0,THOMAS MASSIE,REPUBLICAN
2018,KENTUCKY,5,"HAROLD ""HAL"" ROGERS",KENNETH S STEPP,REPUBLICAN,DEMOCRAT,172093,45890.0,"HAROLD ""HAL"" ROGERS",REPUBLICAN
2018,KENTUCKY,6,ANDY BARR,AMY MCGRATH,REPUBLICAN,DEMOCRAT,154468,144736.0,ANDY BARR,REPUBLICAN
2018,LOUISIANA,1,STEVE SCALISE,TAMMY M SAVOIE,REPUBLICAN,DEMOCRAT,192555,44273.0,STEVE SCALISE,REPUBLICAN
2018,LOUISIANA,2,CEDRIC RICHMOND,JESSE SCHMIDT,DEMOCRAT,NO PARTY,190182,20465.0,CEDRIC RICHMOND,DEMOCRAT
2018,LOUISIANA,3,CLAY HIGGINS,"MILDRED ""MIMI"" METHVIN",REPUBLICAN,DEMOCRAT,136876,43729.0,CLAY HIGGINS,REPUBLICAN
2018,LOUISIANA,4,"""MIKE"" JOHNSON",RYAN TRUNDLE,REPUBLICAN,DEMOCRAT,139326,72934.0,"""MIKE"" JOHNSON",REPUBLICAN
2018,LOUISIANA,5,RALPH ABRAHAM,JESSEE CARLTON FLEENOR,REPUBLICAN,DEMOCRAT,149018,67118.0,RALPH ABRAHAM,REPUBLICAN
2018,LOUISIANA,6,GARRET GRAVES,JUSTIN DEWITT,REPUBLICAN,DEMOCRAT,186553,55089.0,GARRET GRAVES,REPUBLICAN
2018,MAINE,1,CHELLIE PINGREE,MARK I HOLBROOK,DEMOCRAT,REPUBLICAN,201195,111188.0,CHELLIE PINGREE,DEMOCRAT
2018,MAINE,2,JARED F GOLDEN,BRUCE POLIQUIN,DEMOCRAT,REPUBLICAN,139231,136326.0,JARED F GOLDEN,DEMOCRAT
2018,MARYLAND,1,ANDY HARRIS,JESSE COLVIN,REPUBLICAN,DEMOCRAT,183662,116631.0,ANDY HARRIS,REPUBLICAN
2018,MARYLAND,2,CA DUTCH RUPPERSBERGER,LIZ MATORY,DEMOCRAT,REPUBLICAN,167201,77782.0,CA DUTCH RUPPERSBERGER,DEMOCRAT
2018,MARYLAND,3,JOHN SARBANES,CHARLES ANTHONY,DEMOCRAT,REPUBLICAN,202407,82774.0,JOHN SARBANES,DEMOCRAT
2018,MARYLAND,4,ANTHONY G BROWN,GEORGE MCDERMOTT,DEMOCRAT,REPUBLICAN,209642,53327.0,ANTHONY G BROWN,DEMOCRAT
2018,MARYLAND,5,STENY H HOYER,WILLIAM A DEVINE III,DEMOCRAT,REPUBLICAN,213796,82361.0,STENY H HOYER,DEMOCRAT
2018,MARYLAND,6,DAVID TRONE,AMIE HOEBER,DEMOCRAT,REPUBLICAN,163346,105209.0,DAVID TRONE,DEMOCRAT
2018,MARYLAND,7,ELIJAH CUMMINGS,RICHMOND DAVIS,DEMOCRAT,REPUBLICAN,202345,56266.0,ELIJAH CUMMINGS,DEMOCRAT
2018,MARYLAND,8,JAMIE RASKIN,JOHN WALSH,DEMOCRAT,REPUBLICAN,217679,96525.0,JAMIE RASKIN,DEMOCRAT
2018,MASSACHUSETTS,1,RICHARD E NEAL,WRITEIN,DEMOCRAT,,211790,5110.0,RICHARD E NEAL,DEMOCRAT
2018,MASSACHUSETTS,2,JAMES P MCGOVERN,TRACY LYN LOVVORN,DEMOCRAT,REPUBLICAN,191332,93391.0,JAMES P MCGOVERN,DEMOCRAT
2018,MASSACHUSETTS,3,LORI LOUREIRO TRAHAN,RICK GREEN,DEMOCRAT,REPUBLICAN,173175,93445.0,LORI LOUREIRO TRAHAN,DEMOCRAT
2018,MASSACHUSETTS,4,JOSEPH P KENNEDY III,WRITEIN,DEMOCRAT,,245289,5727.0,JOSEPH P KENNEDY III,DEMOCRAT
2018,MASSACHUSETTS,5,KATHERINE M CLARK,JOHN HUGO,DEMOCRAT,REPUBLICAN,236243,74856.0,KATHERINE M CLARK,DEMOCRAT
2018,MASSACHUSETTS,6,SETH W MOULTON,JOSEPH S SCHNEIDER,DEMOCRAT,REPUBLICAN,217703,104798.0,SETH W MOULTON,DEMOCRAT
2018,MASSACHUSETTS,7,AYANNA S PRESSLEY,WRITEIN,DEMOCRAT,,216559,3852.0,AYANNA S PRESSLEY,DEMOCRAT
2018,MASSACHUSETTS,8,STEPHEN F LYNCH,WRITEIN,DEMOCRAT,,259159,4148.0,STEPHEN F LYNCH,DEMOCRAT
2018,MASSACHUSETTS,9,BILL KEATING,PETER D TEDESCHI,DEMOCRAT,REPUBLICAN,192347,131463.0,BILL KEATING,DEMOCRAT
2018,MICHIGAN,1,JACK BERGMAN,MATTHEW W MORGAN,REPUBLICAN,DEMOCRAT,187251,145246.0,JACK BERGMAN,REPUBLICAN
2018,MICHIGAN,2,BILL HUIZENGA,ROB DAVIDSON,REPUBLICAN,DEMOCRAT,168970,131254.0,BILL HUIZENGA,REPUBLICAN
2018,MICHIGAN,3,JUSTIN AMASH,CATHY ALBRO,REPUBLICAN,DEMOCRAT,169107,134185.0,JUSTIN AMASH,REPUBLICAN
2018,MICHIGAN,4,JOHN MOOLENAAR,JERRY HILLIARD,REPUBLICAN,DEMOCRAT,178510,106540.0,JOHN MOOLENAAR,REPUBLICAN
2018,MICHIGAN,5,DANIEL T KILDEE,TRAVIS WINES,DEMOCRAT,REPUBLICAN,164502,99265.0,DANIEL T KILDEE,DEMOCRAT
2018,MICHIGAN,6,FRED UPTON,MATT LONGJOHN,REPUBLICAN,DEMOCRAT,147436,134082.0,FRED UPTON,REPUBLICAN
2018,MICHIGAN,7,TIM WALBERG,GRETCHEN DRISKELL,REPUBLICAN,DEMOCRAT,158730,136330.0,TIM WALBERG,REPUBLICAN
2018,MICHIGAN,8,ELISSA SLOTKIN,MIKE BISHOP,DEMOCRAT,REPUBLICAN,172880,159782.0,ELISSA SLOTKIN,DEMOCRAT
2018,MICHIGAN,9,ANDY LEVIN,CANDIUS STEARNS,DEMOCRAT,REPUBLICAN,181734,112123.0,ANDY LEVIN,DEMOCRAT
2018,MICHIGAN,10,PAUL MITCHELL,KIMBERLY BIZON,REPUBLICAN,DEMOCRAT,182808,106061.0,PAUL MITCHELL,REPUBLICAN
2018,MICHIGAN,11,HALEY STEVENS,LENA EPSTEIN,DEMOCRAT,REPUBLICAN,181912,158463.0,HALEY STEVENS,DEMOCRAT
2018,MICHIGAN,12,DEBBIE DINGELL,JEFF JONES,DEMOCRAT,REPUBLICAN,200588,85115.0,DEBBIE DINGELL,DEMOCRAT
2018,MICHIGAN,13,RASHIDA TLAIB,SAM JOHNSON,DEMOCRAT,WORKING CLASS,165355,22186.0,RASHIDA TLAIB,DEMOCRAT
2018,MICHIGAN,14,BRENDA LAWRENCE,MARC S HERSCHFUS,DEMOCRAT,REPUBLICAN,214334,45899.0,BRENDA LAWRENCE,DEMOCRAT
2018,MINNESOTA,1,JIM HAGEDORN,DAN FEEHAN,REPUBLICAN,DEMOCRATIC-FARMER-LABOR,146200,144885.0,JIM HAGEDORN,REPUBLICAN
2018,MINNESOTA,2,ANGIE CRAIG,JASON LEWIS,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,177958,159344.0,ANGIE CRAIG,DEMOCRATIC-FARMER-LABOR
2018,MINNESOTA,3,DEAN PHILLIPS,ERIK PAULSEN,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,202404,160839.0,DEAN PHILLIPS,DEMOCRATIC-FARMER-LABOR
2018,MINNESOTA,4,BETTY MCCOLLUM,GREG RYAN,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,216865,97747.0,BETTY MCCOLLUM,DEMOCRATIC-FARMER-LABOR
2018,MINNESOTA,5,ILHAN OMAR,JENNIFER ZIELINSKI,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,267703,74440.0,ILHAN OMAR,DEMOCRATIC-FARMER-LABOR
2018,MINNESOTA,6,TOM EMMER,IAN TODD,REPUBLICAN,DEMOCRATIC-FARMER-LABOR,192931,122332.0,TOM EMMER,REPUBLICAN
2018,MINNESOTA,7,COLLIN C PETERSON,DAVE HUGHES,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,146672,134668.0,COLLIN C PETERSON,DEMOCRATIC-FARMER-LABOR
2018,MINNESOTA,8,PETE STAUBER,JOE RADINOVICH,REPUBLICAN,DEMOCRATIC-FARMER-LABOR,159364,141950.0,PETE STAUBER,REPUBLICAN
2018,MISSISSIPPI,1,TRENT KELLY,RANDY MACK WADKINS,REPUBLICAN,DEMOCRAT,158245,76601.0,TRENT KELLY,REPUBLICAN
2018,MISSISSIPPI,2,BENNIE G THOMPSON,TROY RAY,DEMOCRAT,INDEPENDENT,158921,48104.0,BENNIE G THOMPSON,DEMOCRAT
2018,MISSISSIPPI,3,MICHAEL GUEST,MICHAEL TED EVANS,REPUBLICAN,DEMOCRAT,160284,94461.0,MICHAEL GUEST,REPUBLICAN
2018,MISSISSIPPI,4,STEVEN PALAZZO,JERAMEY ANDERSON,REPUBLICAN,DEMOCRAT,152633,68787.0,STEVEN PALAZZO,REPUBLICAN
2018,MISSOURI,1,LACY CLAY,ROBERT VROMAN,DEMOCRAT,REPUBLICAN,219781,45867.0,LACY CLAY,DEMOCRAT
2018,MISSOURI,2,ANN WAGNER,CORT VANOSTRAN,REPUBLICAN,DEMOCRAT,192477,177611.0,ANN WAGNER,REPUBLICAN
2018,MISSOURI,3,BLAINE LUETKEMEYER,KATY GEPPERT,REPUBLICAN,DEMOCRAT,211243,106589.0,BLAINE LUETKEMEYER,REPUBLICAN
2018,MISSOURI,4,VICKY HARTZLER,RENEE HOAGENSON,REPUBLICAN,DEMOCRAT,190138,95968.0,VICKY HARTZLER,REPUBLICAN
2018,MISSOURI,5,EMANUEL CLEAVER II,JACOB TURK,DEMOCRAT,REPUBLICAN,175019,101069.0,EMANUEL CLEAVER II,DEMOCRAT
2018,MISSOURI,6,SAM GRAVES,HENRY ROBERT MARTIN,REPUBLICAN,DEMOCRAT,199796,97660.0,SAM GRAVES,REPUBLICAN
2018,MISSOURI,7,BILLY LONG,JAMIE DANIEL SCHOOLCRAFT,REPUBLICAN,DEMOCRAT,196343,89190.0,BILLY LONG,REPUBLICAN
2018,MISSOURI,8,JASON SMITH,KATHY ELLIS,REPUBLICAN,DEMOCRAT,194042,66151.0,JASON SMITH,REPUBLICAN
2018,MONTANA,0,GREG GIANFORTE,KATHLEEN WILLIAMS,REPUBLICAN,DEMOCRAT,256661,233284.0,GREG GIANFORTE,REPUBLICAN
2018,NEBRASKA,1,JEFF FORTENBERRY,JESSICA MCCLURE,REPUBLICAN,DEMOCRAT,141712,93069.0,JEFF FORTENBERRY,REPUBLICAN
2018,NEBRASKA,2,DON BACON,KARA EASTMAN,REPUBLICAN,DEMOCRAT,126715,121770.0,DON BACON,REPUBLICAN
2018,NEBRASKA,3,ADRIAN SMITH,PAUL THEOBALD,REPUBLICAN,DEMOCRAT,163650,49654.0,ADRIAN SMITH,REPUBLICAN
2018,NEVADA,1,DINA TITUS,JOYCE BENTLEY,DEMOCRAT,REPUBLICAN,100707,46978.0,DINA TITUS,DEMOCRAT
2018,NEVADA,2,MARK E AMODEI,CLINT KOBLE,REPUBLICAN,DEMOCRAT,167435,120102.0,MARK E AMODEI,REPUBLICAN
2018,NEVADA,3,SUSIE LEE,DANNY TARKANIAN,DEMOCRAT,REPUBLICAN,148501,122566.0,SUSIE LEE,DEMOCRAT
2018,NEVADA,4,STEVEN A HORSFORD,CRESENT HARDY,DEMOCRAT,REPUBLICAN,121962,102748.0,STEVEN A HORSFORD,DEMOCRAT
2018,NEW HAMPSHIRE,1,CHRIS PAPPAS,EDDIE EDWARDS,DEMOCRAT,REPUBLICAN,155884,130996.0,CHRIS PAPPAS,DEMOCRAT
2018,NEW HAMPSHIRE,2,ANNE MCLANE KUSTER,STEVEN NEGRON,DEMOCRAT,REPUBLICAN,155358,117990.0,ANNE MCLANE KUSTER,DEMOCRAT
2018,NEW JERSEY,1,DONALD W NORCROSS,PAUL E DILKS,DEMOCRAT,REPUBLICAN,169628,87617.0,DONALD W NORCROSS,DEMOCRAT
2018,NEW JERSEY,2,JEFF VAN DREW,SETH GROSSMAN,DEMOCRAT,REPUBLICAN,136685,116866.0,JEFF VAN DREW,DEMOCRAT
2018,NEW JERSEY,3,ANDY KIM,TOM MACARTHUR,DEMOCRAT,REPUBLICAN,153473,149500.0,ANDY KIM,DEMOCRAT
2018,NEW JERSEY,4,CHRISTOPHER H SMITH,JOSHUA WELLE,REPUBLICAN,DEMOCRAT,163065,126766.0,CHRISTOPHER H SMITH,REPUBLICAN
2018,NEW JERSEY,5,JOSH GOTTHEIMER,JOHN J MCCANN JR,DEMOCRAT,REPUBLICAN,169546,128255.0,JOSH GOTTHEIMER,DEMOCRAT
2018,NEW JERSEY,6,FRANK PALLONE JR,RICHARD J PEZZULLO,DEMOCRAT,REPUBLICAN,140752,80443.0,FRANK PALLONE JR,DEMOCRAT
2018,NEW JERSEY,7,TOM MALINOWSKI,LEONARD LANCE,DEMOCRAT,REPUBLICAN,166985,150785.0,TOM MALINOWSKI,DEMOCRAT
2018,NEW JERSEY,8,ALBIO SIRES,JOHN R MUNIZ,DEMOCRAT,REPUBLICAN,119881,28725.0,ALBIO SIRES,DEMOCRAT
2018,NEW JERSEY,9,BILL PASCRELL JR,ERIC P FISHER,DEMOCRAT,REPUBLICAN,140832,57854.0,BILL PASCRELL JR,DEMOCRAT
2018,NEW JERSEY,10,DONALD M PAYNE JR,AGHA KHAN,DEMOCRAT,REPUBLICAN,175253,20191.0,DONALD M PAYNE JR,DEMOCRAT
2018,NEW JERSEY,11,MIKIE SHERRILL,JAY WEBBER,DEMOCRAT,REPUBLICAN,183684,136322.0,MIKIE SHERRILL,DEMOCRAT
2018,NEW JERSEY,12,BONNIE WATSON COLEMAN,DARYL KIPNIS,DEMOCRAT,REPUBLICAN,173334,79041.0,BONNIE WATSON COLEMAN,DEMOCRAT
2018,NEW MEXICO,1,DEBRA A HAALAND,JANICE E ARNOLD-JONES,DEMOCRAT,REPUBLICAN,147336,90507.0,DEBRA A HAALAND,DEMOCRAT
2018,NEW MEXICO,2,XOCHITL TORRES SMALL,YVETTE HERRELL,DEMOCRAT,REPUBLICAN,101489,97767.0,XOCHITL TORRES SMALL,DEMOCRAT
2018,NEW MEXICO,3,BEN R LUJAN,JERALD STEVE MCFALL,DEMOCRAT,REPUBLICAN,155201,76427.0,BEN R LUJAN,DEMOCRAT
2018,NEW YORK,1,PERRY GERSHON,LEE M ZELDIN,DEMOCRAT,REPUBLICAN,124213,121562.0,PERRY GERSHON,DEMOCRAT
2018,NEW YORK,2,PETER T KING,LIUBA GRECHEN SHIRLEY,REPUBLICAN,DEMOCRAT,112565,108803.0,PETER T KING,REPUBLICAN
2018,NEW YORK,3,THOMAS R SUOZZI,DAN P DEBONO,DEMOCRAT,REPUBLICAN,149937,98716.0,THOMAS R SUOZZI,DEMOCRAT
2018,NEW YORK,4,KATHLEEN M RICE,AMEER N BENNO,DEMOCRAT,REPUBLICAN,156728,90306.0,KATHLEEN M RICE,DEMOCRAT
2018,NEW YORK,5,GREGORY W MEEKS,WRITEIN,DEMOCRAT,,160500,971.0,GREGORY W MEEKS,DEMOCRAT
2018,NEW YORK,6,GRACE MENG,THOMAS J HILLGARDNER,DEMOCRAT,GREEN,104293,11209.0,GRACE MENG,DEMOCRAT
2018,NEW YORK,7,NYDIA M VELAZQUEZ,NYDIA M VELAZQUEZ,DEMOCRAT,WORKING FAMILIES,134125,12562.0,NYDIA M VELAZQUEZ,DEMOCRAT
2018,NEW YORK,8,HAKEEM S JEFFRIES,ERNEST C JOHNSON,DEMOCRAT,CONSERVATIVE,170850,9997.0,HAKEEM S JEFFRIES,DEMOCRAT
2018,NEW YORK,9,YVETTE D CLARKE,LUTCHI GAYOT,DEMOCRAT,REPUBLICAN,167269,18702.0,YVETTE D CLARKE,DEMOCRAT
2018,NEW YORK,10,JERROLD L NADLER,NAOMI LEVIN,DEMOCRAT,REPUBLICAN,162131,33692.0,JERROLD L NADLER,DEMOCRAT
2018,NEW YORK,11,MAX N ROSE,DAN DONOVAN,DEMOCRAT,REPUBLICAN,96850,80440.0,MAX N ROSE,DEMOCRAT
2018,NEW YORK,12,CAROLYN B MALONEY,ELIOT RABIN,DEMOCRAT,REPUBLICAN,205858,30446.0,CAROLYN B MALONEY,DEMOCRAT
2018,NEW YORK,13,ADRIANO ESPAILLAT,JINEEA BUTLER,DEMOCRAT,REPUBLICAN,171341,9535.0,ADRIANO ESPAILLAT,DEMOCRAT
2018,NEW YORK,14,ALEXANDRIA OCASIO-CORTEZ,ANTHONY PAPPAS,DEMOCRAT,REPUBLICAN,110318,19202.0,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT
2018,NEW YORK,15,JOSE E SERRANO,JASON D GONZALEZ,DEMOCRAT,REPUBLICAN,122007,4566.0,JOSE E SERRANO,DEMOCRAT
2018,NEW YORK,16,ELIOT L ENGEL,ELIOT L ENGEL,DEMOCRAT,WORKING FAMILIES,172815,6755.0,ELIOT L ENGEL,DEMOCRAT
2018,NEW YORK,17,NITA M LOWEY,JOSEPH J CIARDULLO,DEMOCRAT,REFORM,159923,23150.0,NITA M LOWEY,DEMOCRAT
2018,NEW YORK,18,SEAN PATRICK MALONEY,JAMES O'DONNELL,DEMOCRAT,REPUBLICAN,126368,96345.0,SEAN PATRICK MALONEY,DEMOCRAT
2018,NEW YORK,19,ANTONIO DELGADO,JOHN J FASO,DEMOCRAT,REPUBLICAN,135582,112304.0,ANTONIO DELGADO,DEMOCRAT
2018,NEW YORK,20,PAUL D TONKO,JOE VITOLLO,DEMOCRAT,REPUBLICAN,161330,89058.0,PAUL D TONKO,DEMOCRAT
2018,NEW YORK,21,ELISE M STEFANIK,TEDRA L COBB,REPUBLICAN,DEMOCRAT,116433,93394.0,ELISE M STEFANIK,REPUBLICAN
2018,NEW YORK,22,ANTHONY J BRINDISI,CLAUDIA TENNEY,DEMOCRAT,REPUBLICAN,116001,110125.0,ANTHONY J BRINDISI,DEMOCRAT
2018,NEW YORK,23,THOMAS W REED II,TRACY MITRANO,REPUBLICAN,DEMOCRAT,114722,100914.0,THOMAS W REED II,REPUBLICAN
2018,NEW YORK,24,DANA BALTER,JOHN M KATKO,DEMOCRAT,REPUBLICAN,115902,113538.0,DANA BALTER,DEMOCRAT
2018,NEW YORK,25,JOSEPH D MORELLE,JIM MAXWELL,DEMOCRAT,REPUBLICAN,147979,91342.0,JOSEPH D MORELLE,DEMOCRAT
2018,NEW YORK,26,BRIAN HIGGINS,RENEE M ZENO,DEMOCRAT,REPUBLICAN,156968,61488.0,BRIAN HIGGINS,DEMOCRAT
2018,NEW YORK,27,NATHAN D MCMURRAY,CHRIS COLLINS,DEMOCRAT,REPUBLICAN,128167,114506.0,NATHAN D MCMURRAY,DEMOCRAT
2018,NORTH CAROLINA,1,G K BUTTERFIELD,ROGER W ALLISON,DEMOCRAT,REPUBLICAN,190457,82218.0,G K BUTTERFIELD,DEMOCRAT
2018,NORTH CAROLINA,2,GEORGE HOLDING,LINDA COLEMAN,REPUBLICAN,DEMOCRAT,170072,151977.0,GEORGE HOLDING,REPUBLICAN
2018,NORTH CAROLINA,3,WALTER B JONES,,REPUBLICAN,,187901,,WALTER B JONES,REPUBLICAN
2018,NORTH CAROLINA,4,DAVID PRICE,"STEVE A ""VON"" LOOR",DEMOCRAT,REPUBLICAN,247067,82052.0,DAVID PRICE,DEMOCRAT
2018,NORTH CAROLINA,5,VIRGINIA FOXX,DD ADAMS,REPUBLICAN,DEMOCRAT,159917,120468.0,VIRGINIA FOXX,REPUBLICAN
2018,NORTH CAROLINA,6,B MARK WALKER,RYAN WATTS,REPUBLICAN,DEMOCRAT,160709,123651.0,B MARK WALKER,REPUBLICAN
2018,NORTH CAROLINA,7,DAVID ROUZER,KYLE HORTON,REPUBLICAN,DEMOCRAT,156809,120838.0,DAVID ROUZER,REPUBLICAN
2018,NORTH CAROLINA,8,RICHARD HUDSON,FRANK MCNEILL,REPUBLICAN,DEMOCRAT,141402,114119.0,RICHARD HUDSON,REPUBLICAN
2018,NORTH CAROLINA,9,MARK HARRIS,DAN MCCREADY,REPUBLICAN,DEMOCRAT,139246,138341.0,MARK HARRIS,REPUBLICAN
2018,NORTH CAROLINA,10,PATRICK MCHENRY,DAVID WILSON BROWN,REPUBLICAN,DEMOCRAT,164969,113259.0,PATRICK MCHENRY,REPUBLICAN
2018,NORTH CAROLINA,11,MARK MEADOWS,PHILLIP G PRICE,REPUBLICAN,DEMOCRAT,178012,116508.0,MARK MEADOWS,REPUBLICAN
2018,NORTH CAROLINA,12,ALMA ADAMS,PAUL WRIGHT,DEMOCRAT,REPUBLICAN,203974,75164.0,ALMA ADAMS,DEMOCRAT
2018,NORTH CAROLINA,13,TED BUDD,KATHY MANNING,REPUBLICAN,DEMOCRAT,147570,130402.0,TED BUDD,REPUBLICAN
2018,NORTH DAKOTA,0,KELLY ARMSTRONG,MAC SCHNEIDER,REPUBLICAN,DEMOCRATIC-NPL,193568,114377.0,KELLY ARMSTRONG,REPUBLICAN
2018,OHIO,1,STEVE CHABOT,AFTAB PUREVAL,REPUBLICAN,DEMOCRAT,154409,141118.0,STEVE CHABOT,REPUBLICAN
2018,OHIO,2,BRAD WENSTRUP,JILL SCHILLER,REPUBLICAN,DEMOCRAT,166714,119333.0,BRAD WENSTRUP,REPUBLICAN
2018,OHIO,3,JOYCE BEATTY,JIM BURGESS,DEMOCRAT,REPUBLICAN,181575,65040.0,JOYCE BEATTY,DEMOCRAT
2018,OHIO,4,JIM JORDAN,JANET GARRETT,REPUBLICAN,DEMOCRAT,167993,89412.0,JIM JORDAN,REPUBLICAN
2018,OHIO,5,BOB LATTA,J MICHAEL GALBRAITH,REPUBLICAN,DEMOCRAT,176569,99655.0,BOB LATTA,REPUBLICAN
2018,OHIO,6,BILL JOHNSON,SHAWNA ROBERTS,REPUBLICAN,DEMOCRAT,172774,76716.0,BILL JOHNSON,REPUBLICAN
2018,OHIO,7,BOB GIBBS,KEN HARBAUGH,REPUBLICAN,DEMOCRAT,153117,107536.0,BOB GIBBS,REPUBLICAN
2018,OHIO,8,WARREN DAVIDSON,VANESSA ENOCH,REPUBLICAN,DEMOCRAT,173852,87281.0,WARREN DAVIDSON,REPUBLICAN
2018,OHIO,9,MARCY KAPTUR,STEVEN W KRAUS,DEMOCRAT,REPUBLICAN,157219,74670.0,MARCY KAPTUR,DEMOCRAT
2018,OHIO,10,MIKE TURNER,THERESA A GASPER,REPUBLICAN,DEMOCRAT,157554,118785.0,MIKE TURNER,REPUBLICAN
2018,OHIO,11,MARCIA L FUDGE,BEVERLY A GOLDSTEIN,DEMOCRAT,REPUBLICAN,206138,44486.0,MARCIA L FUDGE,DEMOCRAT
2018,OHIO,12,TROY BALDERSON,DANNY O'CONNOR,REPUBLICAN,DEMOCRAT,175677,161251.0,TROY BALDERSON,REPUBLICAN
2018,OHIO,13,TIM RYAN,CHRIS DEPIZZO,DEMOCRAT,REPUBLICAN,153323,98047.0,TIM RYAN,DEMOCRAT
2018,OHIO,14,DAVID P JOYCE,BETSY RADER,REPUBLICAN,DEMOCRAT,169809,137549.0,DAVID P JOYCE,REPUBLICAN
2018,OHIO,15,STEVE STIVERS,RICK NEAL,REPUBLICAN,DEMOCRAT,170593,116112.0,STEVE STIVERS,REPUBLICAN
2018,OHIO,16,ANTHONY GONZALEZ,SUSAN MORAN PALMER,REPUBLICAN,DEMOCRAT,170029,129681.0,ANTHONY GONZALEZ,REPUBLICAN
2018,OKLAHOMA,1,KEVIN HERN,TIM GILPIN,REPUBLICAN,DEMOCRAT,150129,103042.0,KEVIN HERN,REPUBLICAN
2018,OKLAHOMA,2,MARKWAYNE MULLIN,JASON NICHOLS,REPUBLICAN,DEMOCRAT,140451,65021.0,MARKWAYNE MULLIN,REPUBLICAN
2018,OKLAHOMA,3,FRANK D LUCAS,FRANKIE ROBBINS,REPUBLICAN,DEMOCRAT,172913,61152.0,FRANK D LUCAS,REPUBLICAN
2018,OKLAHOMA,4,TOM COLE,MARY BRANNON,REPUBLICAN,DEMOCRAT,149227,78088.0,TOM COLE,REPUBLICAN
2018,OKLAHOMA,5,KENDRA HORN,STEVE RUSSELL,DEMOCRAT,REPUBLICAN,121149,117811.0,KENDRA HORN,DEMOCRAT
2018,OREGON,1,SUZANNE BONAMICI,JOHN VERBEEK,DEMOCRAT,REPUBLICAN,231198,116446.0,SUZANNE BONAMICI,DEMOCRAT
2018,OREGON,2,GREG WALDEN,JAMIE MCLEOD-SKINNER,REPUBLICAN,DEMOCRAT,207597,145298.0,GREG WALDEN,REPUBLICAN
2018,OREGON,3,EARL BLUMENAUER,TOM HARRISON,DEMOCRAT,REPUBLICAN,279019,76187.0,EARL BLUMENAUER,DEMOCRAT
2018,OREGON,4,PETER DEFAZIO,ART ROBINSON,DEMOCRAT,REPUBLICAN,208710,152414.0,PETER DEFAZIO,DEMOCRAT
2018,OREGON,5,KURT SCHRADER,MARK CALLAHAN,DEMOCRAT,REPUBLICAN,197187,149887.0,KURT SCHRADER,DEMOCRAT
2018,PENNSYLVANIA,1,BRIAN K FITZPATRICK,HENRY SCOTT WALLACE,REPUBLICAN,DEMOCRAT,169053,160745.0,BRIAN K FITZPATRICK,REPUBLICAN
2018,PENNSYLVANIA,2,BRENDAN F BOYLE,DAVID TORRES,DEMOCRAT,REPUBLICAN,159600,42382.0,BRENDAN F BOYLE,DEMOCRAT
2018,PENNSYLVANIA,3,DWIGHT EVANS,BRYAN E LEIB,DEMOCRAT,REPUBLICAN,287610,20387.0,DWIGHT EVANS,DEMOCRAT
2018,PENNSYLVANIA,4,MADELEINE DEAN CUNNANE,DANIEL DAVID,DEMOCRAT,REPUBLICAN,211524,121467.0,MADELEINE DEAN CUNNANE,DEMOCRAT
2018,PENNSYLVANIA,5,MARY GAY SCANLON,PEARL KIM,DEMOCRAT,REPUBLICAN,198639,106075.0,MARY GAY SCANLON,DEMOCRAT
2018,PENNSYLVANIA,6,CHRISTINA JAMPOLER HOULAHAN,GREGORY MICHAEL MCCAULEY SR,DEMOCRAT,REPUBLICAN,177704,124124.0,CHRISTINA JAMPOLER HOULAHAN,DEMOCRAT
2018,PENNSYLVANIA,7,SUSAN ELLIS WILD,MARTIN W NOTHSTEIN,DEMOCRAT,REPUBLICAN,140813,114437.0,SUSAN ELLIS WILD,DEMOCRAT
2018,PENNSYLVANIA,8,MATTHEW ALTON CARTWRIGHT,JOHN ROBERT CHRIN,DEMOCRAT,REPUBLICAN,135603,112563.0,MATTHEW ALTON CARTWRIGHT,DEMOCRAT
2018,PENNSYLVANIA,9,DANIEL MEUSER,DENNIS WOLFF,REPUBLICAN,DEMOCRAT,148723,100204.0,DANIEL MEUSER,REPUBLICAN
2018,PENNSYLVANIA,10,SCOTT G PERRY,GEORGE B SCOTT,REPUBLICAN,DEMOCRAT,149365,141668.0,SCOTT G PERRY,REPUBLICAN
2018,PENNSYLVANIA,11,LLOYD K SMUCKER,JESSICA KING,REPUBLICAN,DEMOCRAT,163708,113876.0,LLOYD K SMUCKER,REPUBLICAN
2018,PENNSYLVANIA,12,THOMAS A MARINO,MARC FRIEDENBERG,REPUBLICAN,DEMOCRAT,161047,82825.0,THOMAS A MARINO,REPUBLICAN
2018,PENNSYLVANIA,13,JOHN JOYCE,BRENT M OTTAWAY,REPUBLICAN,DEMOCRAT,178533,74733.0,JOHN JOYCE,REPUBLICAN
