year,state,district,c1,c2,c1_party,c2_party,c1_votes,c2_votes,winner,winner_party
2020,CALIFORNIA,52,SCOTT H PETERS,JIM DEBELLO,DEMOCRAT,REPUBLICAN,244145,152350.0,SCOTT H PETERS,DEMOCRAT
2020,CALIFORNIA,53,SARA JACOBS,GEORGETTE GOMEZ,DEMOCRAT,DEMOCRAT,199244,135614.0,SARA JACOBS,DEMOCRAT
2020,COLORADO,1,DIANA DEGETTE,SHANE BOLLING,DEMOCRAT,REPUBLICAN,331621,105955.0,DIANA DEGETTE,DEMOCRAT
2020,COLORADO,2,JOE NEGUSE,CHARLIE WINN,DEMOCRAT,REPUBLICAN,316925,182547.0,JOE NEGUSE,DEMOCRAT
2020,COLORADO,3,LAUREN BOEBERT,DIANE E MITSCH BUSH,REPUBLICAN,DEMOCRAT,220634,194122.0,LAUREN BOEBERT,REPUBLICAN
2020,COLORADO,4,KEN BUCK,IKE MCCORKLE,REPUBLICAN,DEMOCRAT,285606,173945.0,KEN BUCK,REPUBLICAN
2020,COLORADO,5,DOUG LAMBORN,JILLIAN FREELAND,REPUBLICAN,DEMOCRAT,249013,161600.0,DOUG LAMBORN,REPUBLICAN
2020,COLORADO,6,JASON CROW,STEVE HOUSE,DEMOCRAT,REPUBLICAN,250314,175192.0,JASON CROW,DEMOCRAT
2020,COLORADO,7,ED PERLMUTTER,"CHARLES ""CASPER"" STOCKHAM",DEMOCRAT,REPUBLICAN,250525,159301.0,ED PERLMUTTER,DEMOCRAT
2020,CONNECTICUT,1,JOHN B LARSON,MARY FAY,DEMOCRAT,REPUBLICAN,213001,122111.0,JOHN B LARSON,DEMOCRAT
2020,CONNECTICUT,2,JOE COURTNEY,JUSTIN ANDERSON,DEMOCRAT,REPUBLICAN,207303,140356.0,JOE COURTNEY,DEMOCRAT
2020,CONNECTICUT,3,ROSA L DELAURO,MARGARET STREICKER,DEMOCRAT,REPUBLICAN,194259,131568.0,ROSA L DELAURO,DEMOCRAT
2020,CONNECTICUT,4,JAMES A HIMES,JONATHAN RIDDLE,DEMOCRAT,REPUBLICAN,224432,130627.0,JAMES A HIMES,DEMOCRAT
2020,CONNECTICUT,5,JAHANA HAYES,DAVID X SULLIVAN,DEMOCRAT,REPUBLICAN,183797,151988.0,JAHANA HAYES,DEMOCRAT
2020,DELAWARE,0,LISA BLUNT ROCHESTER,LEE MURPHY,DEMOCRAT,REPUBLICAN,281382,196392.0,LISA BLUNT ROCHESTER,DEMOCRAT
2020,DISTRICT OF COLUMBIA,0,ELEANOR HOLMES NORTON,MICHAEL F Q SAN NICOLAS,DEMOCRAT,DEMOCRAT,281831,10467.0,ELEANOR HOLMES NORTON,DEMOCRAT
2020,FLORIDA,1,MATT GAETZ,PHIL EHR,REPUBLICAN,DEMOCRAT,283352,149172.0,MATT GAETZ,REPUBLICAN
2020,FLORIDA,2,NEAL P DUNN,KIM O'CONNOR,REPUBLICAN,WRITE-IN,305337,6662.0,NEAL P DUNN,REPUBLICAN
2020,FLORIDA,3,KAT CAMMACK,ADAM CHRISTENSEN,REPUBLICAN,DEMOCRAT,223075,167326.0,KAT CAMMACK,REPUBLICAN
2020,FLORIDA,4,JOHN H RUTHERFORD,DONNA DEEGAN,REPUBLICAN,DEMOCRAT,308497,196423.0,JOHN H RUTHERFORD,REPUBLICAN
2020,FLORIDA,5,AL LAWSON JR,GARY ADLER,DEMOCRAT,REPUBLICAN,219463,117510.0,AL LAWSON JR,DEMOCRAT
2020,FLORIDA,6,MICHAEL WALTZ,CLINT CURTIS,REPUBLICAN,DEMOCRAT,265393,172305.0,MICHAEL WALTZ,REPUBLICAN
2020,FLORIDA,7,STEPHANIE N MURPHY,LEO VALENTIN,DEMOCRAT,REPUBLICAN,224946,175750.0,STEPHANIE N MURPHY,DEMOCRAT
2020,FLORIDA,8,BILL POSEY,JIM KENNEDY,REPUBLICAN,DEMOCRAT,282093,177695.0,BILL POSEY,REPUBLICAN
2020,FLORIDA,9,DARREN SOTO,"WILLIAM P ""BILL"" OLSON",DEMOCRAT,REPUBLICAN,240724,188889.0,DARREN SOTO,DEMOCRAT
2020,FLORIDA,10,VAL BUTLER DEMINGS,VENNIA FRANCOIS,DEMOCRAT,REPUBLICAN,239434,136889.0,VAL BUTLER DEMINGS,DEMOCRAT
2020,FLORIDA,11,DANIEL WEBSTER,DANA MARIE COTTRELL,REPUBLICAN,DEMOCRAT,316979,158094.0,DANIEL WEBSTER,REPUBLICAN
2020,FLORIDA,12,GUS M BILIRAKIS,KIMBERLY WALKER,REPUBLICAN,DEMOCRAT,284941,168194.0,GUS M BILIRAKIS,REPUBLICAN
2020,FLORIDA,13,CHARLIE CRIST,ANNA PAULINA LUNA,DEMOCRAT,REPUBLICAN,215405,190713.0,CHARLIE CRIST,DEMOCRAT
2020,FLORIDA,14,KATHY CASTOR,CHRISTINE Y QUINN,DEMOCRAT,REPUBLICAN,224240,147896.0,KATHY CASTOR,DEMOCRAT
2020,FLORIDA,15,SCOTT FRANKLIN,ALAN COHN,REPUBLICAN,DEMOCRAT,216374,174297.0,SCOTT FRANKLIN,REPUBLICAN
2020,FLORIDA,16,VERN BUCHANAN,MARGARET GOOD,REPUBLICAN,DEMOCRAT,269001,215683.0,VERN BUCHANAN,REPUBLICAN
2020,FLORIDA,17,W GREGORY STEUBE,ALLEN ELLISON,REPUBLICAN,DEMOCRAT,266514,140487.0,W GREGORY STEUBE,REPUBLICAN
2020,FLORIDA,18,BRIAN J MAST,PAM KEITH,REPUBLICAN,DEMOCRAT,253286,186674.0,BRIAN J MAST,REPUBLICAN
2020,FLORIDA,19,BYRON DONALDS,CINDY LYN BANYAI,REPUBLICAN,DEMOCRAT,272440,172146.0,BYRON DONALDS,REPUBLICAN
2020,FLORIDA,20,ALCEE L HASTINGS,GREG MUSSELWHITE,DEMOCRAT,REPUBLICAN,253661,68748.0,ALCEE L HASTINGS,DEMOCRAT
2020,FLORIDA,21,LOIS FRANKEL,LAURA LOOMER,DEMOCRAT,REPUBLICAN,237925,157612.0,LOIS FRANKEL,DEMOCRAT
2020,FLORIDA,22,THEODORE E DEUTCH,"JAMES ""JIM"" PRUDEN",DEMOCRAT,REPUBLICAN,235764,166553.0,THEODORE E DEUTCH,DEMOCRAT
2020,FLORIDA,23,DEBBIE WASSERMAN SCHULTZ,CARLA SPALDING,DEMOCRAT,REPUBLICAN,221239,158874.0,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT
2020,FLORIDA,24,FREDERICA S WILSON,LAVERN SPICER,DEMOCRAT,REPUBLICAN,218825,59084.0,FREDERICA S WILSON,DEMOCRAT
2020,FLORIDA,25,MARIO DIAZ-BALART,,REPUBLICAN,,-1,,MARIO DIAZ-BALART,REPUBLICAN
2020,FLORIDA,26,CARLOS GIMENEZ,DEBBIE MUCARSEL-POWELL,REPUBLICAN,DEMOCRAT,177223,165407.0,CARLOS GIMENEZ,REPUBLICAN
2020,FLORIDA,27,MARIA ELVIRA SALAZAR,DONNA E SHALALA,REPUBLICAN,DEMOCRAT,176141,166758.0,MARIA ELVIRA SALAZAR,REPUBLICAN
2020,GEORGIA,1,"EARL L ""BUDDY"" CARTER",JOYCE MARIE GRIGGS,REPUBLICAN,DEMOCRAT,189457,135238.0,"EARL L ""BUDDY"" CARTER",REPUBLICAN
2020,GEORGIA,2,SANFORD D BISHOP JR,DON COLE,DEMOCRAT,REPUBLICAN,161397,111620.0,SANFORD D BISHOP JR,DEMOCRAT
2020,GEORGIA,3,A DREW FERGUSON IV,VAL ALMONORD,REPUBLICAN,DEMOCRAT,241526,129792.0,A DREW FERGUSON IV,REPUBLICAN
2020,GEORGIA,4,"HENRY C ""HANK"" JOHNSON JR",JOHSIE CRUZ EZAMMUDEEN,DEMOCRAT,REPUBLICAN,278906,69393.0,"HENRY C ""HANK"" JOHNSON JR",DEMOCRAT
2020,GEORGIA,5,NIKEMA WILLIAMS,ANGELA STANTON-KING,DEMOCRAT,REPUBLICAN,301857,52646.0,NIKEMA WILLIAMS,DEMOCRAT
2020,GEORGIA,6,LUCY MCBATH,KAREN HANDEL,DEMOCRAT,REPUBLICAN,216775,180329.0,LUCY MCBATH,DEMOCRAT
2020,GEORGIA,7,CAROLYN BOURDEAUX,RICH MCCORMICK,DEMOCRAT,REPUBLICAN,190900,180564.0,CAROLYN BOURDEAUX,DEMOCRAT
2020,GEORGIA,8,AUSTIN SCOTT,LINDSAY HOLLIDAY,REPUBLICAN,DEMOCRAT,198701,109264.0,AUSTIN SCOTT,REPUBLICAN
2020,GEORGIA,9,ANDREW CLYDE,DEVIN PANDY,REPUBLICAN,DEMOCRAT,292750,79797.0,ANDREW CLYDE,REPUBLICAN
2020,GEORGIA,10,JODY B HICE,TABITHA JOHNSON-GREEN,REPUBLICAN,DEMOCRAT,235810,142636.0,JODY B HICE,REPUBLICAN
2020,GEORGIA,11,BARRY LOUDERMILK,DANA BARRETT,REPUBLICAN,DEMOCRAT,245259,160623.0,BARRY LOUDERMILK,REPUBLICAN
2020,GEORGIA,12,RICK W ALLEN,LIZ JOHNSON,REPUBLICAN,DEMOCRAT,181038,129061.0,RICK W ALLEN,REPUBLICAN
2020,GEORGIA,13,DAVID SCOTT,BECKY E HITES,DEMOCRAT,REPUBLICAN,279045,81476.0,DAVID SCOTT,DEMOCRAT
2020,GEORGIA,14,MARJORIE TAYLOR GREENE,KEVIN VAN AUSDAL,REPUBLICAN,DEMOCRAT,229827,77798.0,MARJORIE TAYLOR GREENE,REPUBLICAN
2020,HAWAII,1,ED CASE,RON CURTIS,DEMOCRAT,REPUBLICAN,183245,71188.0,ED CASE,DEMOCRAT
2020,HAWAII,2,"KAIALII ""KAI"" KAHELE",JOE AKANA,DEMOCRAT,REPUBLICAN,171517,84027.0,"KAIALII ""KAI"" KAHELE",DEMOCRAT
2020,IDAHO,1,RUSS FULCHER,RUDY SOTO,REPUBLICAN,DEMOCRAT,310736,131380.0,RUSS FULCHER,REPUBLICAN
2020,IDAHO,2,MICHAEL K SIMPSON,C AARON SWISHER,REPUBLICAN,DEMOCRAT,250669,124151.0,MICHAEL K SIMPSON,REPUBLICAN
2020,ILLINOIS,1,BOBBY L RUSH,PHILANISE WHITE,DEMOCRAT,REPUBLICAN,239943,85027.0,BOBBY L RUSH,DEMOCRAT
2020,ILLINOIS,2,ROBIN L KELLY,THERESA J RABORN,DEMOCRAT,REPUBLICAN,234896,63142.0,ROBIN L KELLY,DEMOCRAT
2020,ILLINOIS,3,MARIE NEWMAN,MIKE FRICILONE,DEMOCRAT,REPUBLICAN,172997,133851.0,MARIE NEWMAN,DEMOCRAT
2020,ILLINOIS,4,"JESUS G ""CHUY"" GARCIA",JESUS SOLORIO,DEMOCRAT,REPUBLICAN,187219,35518.0,"JESUS G ""CHUY"" GARCIA",DEMOCRAT
2020,ILLINOIS,5,MIKE QUIGLEY,TOMMY HANSON,DEMOCRAT,REPUBLICAN,255661,96200.0,MIKE QUIGLEY,DEMOCRAT
2020,ILLINOIS,6,SEAN CASTEN,JEANNE IVES,DEMOCRAT,REPUBLICAN,213777,183891.0,SEAN CASTEN,DEMOCRAT
2020,ILLINOIS,7,DANNY K DAVIS,CRAIG CAMERON,DEMOCRAT,REPUBLICAN,249383,41390.0,DANNY K DAVIS,DEMOCRAT
2020,ILLINOIS,8,RAJA KRISHNAMOORTHI,PRESTON GABRIEL NELSON,DEMOCRAT,LIBERTARIAN,186251,68327.0,RAJA KRISHNAMOORTHI,DEMOCRAT
2020,ILLINOIS,9,JANICE D SCHAKOWSKY,SARGIS SANGARI,DEMOCRAT,REPUBLICAN,262045,107125.0,JANICE D SCHAKOWSKY,DEMOCRAT
2020,ILLINOIS,10,BRADLEY SCOTT SCHNEIDER,VALERIE RAMIREZ MUKHERJEE,DEMOCRAT,REPUBLICAN,202402,114442.0,BRADLEY SCOTT SCHNEIDER,DEMOCRAT
2020,ILLINOIS,11,BILL FOSTER,RICK LAIB,DEMOCRAT,REPUBLICAN,194557,112807.0,BILL FOSTER,DEMOCRAT
2020,ILLINOIS,12,MIKE BOST,RAYMOND C LENZI,REPUBLICAN,DEMOCRAT,194839,127577.0,MIKE BOST,REPUBLICAN
2020,ILLINOIS,13,RODNEY DAVIS,BETSY DIRKSEN LONDRIGAN,REPUBLICAN,DEMOCRAT,181373,151648.0,RODNEY DAVIS,REPUBLICAN
2020,ILLINOIS,14,LAUREN UNDERWOOD,JIM OBERWEIS,DEMOCRAT,REPUBLICAN,203209,197835.0,LAUREN UNDERWOOD,DEMOCRAT
2020,ILLINOIS,15,MARY MILLER,ERIKA C WEAVER,REPUBLICAN,DEMOCRAT,244947,88559.0,MARY MILLER,REPUBLICAN
2020,ILLINOIS,16,ADAM KINZINGER,DANI BRZOZOWSKI,REPUBLICAN,DEMOCRAT,218839,119313.0,ADAM KINZINGER,REPUBLICAN
2020,ILLINOIS,17,CHERI BUSTOS,ESTHER JOY KING,DEMOCRAT,REPUBLICAN,156011,143863.0,CHERI BUSTOS,DEMOCRAT
2020,ILLINOIS,18,DARIN LAHOOD,GEORGE PETRILLI,REPUBLICAN,DEMOCRAT,261840,110039.0,DARIN LAHOOD,REPUBLICAN
2020,INDIANA,1,FRANK J MRVAN,MARK LEYVA,DEMOCRAT,REPUBLICAN,185180,132247.0,FRANK J MRVAN,DEMOCRAT
2020,INDIANA,2,JACKIE WALORSKI,"PATRICIA ""PAT"" HACKETT",REPUBLICAN,DEMOCRAT,183601,114967.0,JACKIE WALORSKI,REPUBLICAN
2020,INDIANA,3,JIM BANKS,CHIP COLDIRON,REPUBLICAN,DEMOCRAT,220989,104762.0,JIM BANKS,REPUBLICAN
2020,INDIANA,4,JAMES R BAIRD,JOE MACKEY,REPUBLICAN,DEMOCRAT,225531,112984.0,JAMES R BAIRD,REPUBLICAN
2020,INDIANA,5,VICTORIA SPARTZ,CHRISTINA HALE,REPUBLICAN,DEMOCRAT,208212,191226.0,VICTORIA SPARTZ,REPUBLICAN
2020,INDIANA,6,GREG PENCE,JEANNINE LEE LAKE,REPUBLICAN,DEMOCRAT,225319,91103.0,GREG PENCE,REPUBLICAN
2020,INDIANA,7,ANDRE CARSON,SUSAN MARIE SMITH,DEMOCRAT,REPUBLICAN,176422,106146.0,ANDRE CARSON,DEMOCRAT
2020,INDIANA,8,LARRY BUCSHON,E THOMASINA MARSILI,REPUBLICAN,DEMOCRAT,214643,95691.0,LARRY BUCSHON,REPUBLICAN
2020,INDIANA,9,TREY HOLLINGSWORTH,ANDY RUFF,REPUBLICAN,DEMOCRAT,222057,122566.0,TREY HOLLINGSWORTH,REPUBLICAN
2020,IOWA,1,ASHLEY HINSON,ABBY FINKENAUER,REPUBLICAN,DEMOCRAT,212088,201347.0,ASHLEY HINSON,REPUBLICAN
2020,IOWA,2,MARIANNETTE MILLER-MEEKS,RITA R HART,REPUBLICAN,DEMOCRAT,196964,196958.0,MARIANNETTE MILLER-MEEKS,REPUBLICAN
2020,IOWA,3,CYNTHIA AXNE,DAVID YOUNG,DEMOCRAT,REPUBLICAN,219205,212997.0,CYNTHIA AXNE,DEMOCRAT
2020,IOWA,4,RANDY FEENSTRA,J D SCHOLTEN,REPUBLICAN,DEMOCRAT,237369,144761.0,RANDY FEENSTRA,REPUBLICAN
2020,KANSAS,1,TRACEY MANN,KALI BARNETT,REPUBLICAN,DEMOCRAT,208229,84393.0,TRACEY MANN,REPUBLICAN
2020,KANSAS,2,JAKE LATURNER,MICHELLE DE LA ISLA,REPUBLICAN,DEMOCRAT,185464,136650.0,JAKE LATURNER,REPUBLICAN
2020,KANSAS,3,SHARICE DAVIDS,AMANDA L ADKINS,DEMOCRAT,REPUBLICAN,220049,178773.0,SHARICE DAVIDS,DEMOCRAT
2020,KANSAS,4,RON ESTES,LAURA LOMBARD,REPUBLICAN,DEMOCRAT,203432,116166.0,RON ESTES,REPUBLICAN
2020,KENTUCKY,1,JAMES COMER,JAMES RHODES,REPUBLICAN,DEMOCRAT,246329,82141.0,JAMES COMER,REPUBLICAN
2020,KENTUCKY,2,BRETT GUTHRIE,HANK LINDERMAN,REPUBLICAN,DEMOCRAT,255735,94643.0,BRETT GUTHRIE,REPUBLICAN
2020,KENTUCKY,3,JOHN A YARMUTH,RHONDA PALAZZO,DEMOCRAT,REPUBLICAN,230672,137425.0,JOHN A YARMUTH,DEMOCRAT
2020,KENTUCKY,4,THOMAS MASSIE,ALEXANDRA OWENSBY,REPUBLICAN,DEMOCRAT,256613,125896.0,THOMAS MASSIE,REPUBLICAN
2020,KENTUCKY,5,HAROLD ROGERS,MATTHEW RYAN BEST,REPUBLICAN,DEMOCRAT,250914,47056.0,HAROLD ROGERS,REPUBLICAN
2020,KENTUCKY,6,ANDY BARR,JOSH HICKS,REPUBLICAN,DEMOCRAT,216948,155011.0,ANDY BARR,REPUBLICAN
2020,LOUISIANA,1,STEVE SCALISE,LEE ANN DUGAS,REPUBLICAN,DEMOCRAT,270330,94730.0,STEVE SCALISE,REPUBLICAN
2020,LOUISIANA,2,CEDRIC L RICHMOND,DAVID M SCHILLING,DEMOCRAT,REPUBLICAN,201636,47575.0,CEDRIC L RICHMOND,DEMOCRAT
2020,LOUISIANA,3,CLAY HIGGINS,BRAYLON HARRIS,REPUBLICAN,DEMOCRAT,230480,60852.0,CLAY HIGGINS,REPUBLICAN
2020,LOUISIANA,4,MIKE JOHNSON,KENNY HOUSTON,REPUBLICAN,DEMOCRAT,185265,78157.0,MIKE JOHNSON,REPUBLICAN
2020,LOUISIANA,5,LUKE J LETLOW,LANCE HARRIS,REPUBLICAN,REPUBLICAN,149183,130124.0,LUKE J LETLOW,REPUBLICAN
2020,LOUISIANA,6,GARRET GRAVES,"DARTANYON ""DAW"" WILLIAMS",REPUBLICAN,DEMOCRAT,265706,95541.0,GARRET GRAVES,REPUBLICAN
2020,MAINE,1,CHELLIE PINGREE,JAY T ALLEN,DEMOCRAT,REPUBLICAN,271004,165008.0,CHELLIE PINGREE,DEMOCRAT
2020,MAINE,2,JARED F GOLDEN,DALE JOHN CRAFTS,DEMOCRAT,REPUBLICAN,197974,175228.0,JARED F GOLDEN,DEMOCRAT
2020,MARYLAND,1,ANDY HARRIS,MIA MASON,REPUBLICAN,DEMOCRAT,250901,143877.0,ANDY HARRIS,REPUBLICAN
2020,MARYLAND,2,C A DUTCH RUPPERSBERGER,JOHNNY RAY SALLING,DEMOCRAT,REPUBLICAN,224836,106355.0,C A DUTCH RUPPERSBERGER,DEMOCRAT
2020,MARYLAND,3,JOHN P SARBANES,CHARLES ANTHONY,DEMOCRAT,REPUBLICAN,260358,112117.0,JOHN P SARBANES,DEMOCRAT
2020,MARYLAND,4,ANTHONY G BROWN,GEORGE E MCDERMOTT,DEMOCRAT,REPUBLICAN,282119,71671.0,ANTHONY G BROWN,DEMOCRAT
2020,MARYLAND,5,STENY H HOYER,CHRIS PALOMBI,DEMOCRAT,REPUBLICAN,274210,123525.0,STENY H HOYER,DEMOCRAT
2020,MARYLAND,6,DAVID J TRONE,NEIL C PARROTT,DEMOCRAT,REPUBLICAN,215540,143599.0,DAVID J TRONE,DEMOCRAT
2020,MARYLAND,7,KWEISI MFUME,KIMBERLY KLACIK,DEMOCRAT,REPUBLICAN,237084,92825.0,KWEISI MFUME,DEMOCRAT
2020,MARYLAND,8,JAMIE RASKIN,GREGORY THOMAS COLL,DEMOCRAT,REPUBLICAN,274716,127157.0,JAMIE RASKIN,DEMOCRAT
2020,MASSACHUSETTS,1,RICHARD E NEAL,UNDERVOTES,DEMOCRAT,,275376,87384.0,RICHARD E NEAL,DEMOCRAT
2020,MASSACHUSETTS,2,JAMES P MCGOVERN,TRACY LYN LOVVORN,DEMOCRAT,REPUBLICAN,249854,132220.0,JAMES P MCGOVERN,DEMOCRAT
2020,MASSACHUSETTS,3,LORI TRAHAN,UNDERVOTES,DEMOCRAT,,286896,94671.0,LORI TRAHAN,DEMOCRAT
2020,MASSACHUSETTS,4,JAKE AUCHINCLOSS,JULIE A HALL,DEMOCRAT,REPUBLICAN,251102,160474.0,JAKE AUCHINCLOSS,DEMOCRAT
2020,MASSACHUSETTS,5,KATHERINE M CLARK,CAROLINE COLARUSSO,DEMOCRAT,REPUBLICAN,294427,101351.0,KATHERINE M CLARK,DEMOCRAT
2020,MASSACHUSETTS,6,SETH MOULTON,JOHN PAUL MORAN,DEMOCRAT,REPUBLICAN,286377,150695.0,SETH MOULTON,DEMOCRAT
2020,MASSACHUSETTS,7,AYANNA PRESSLEY,ROY A OWENS SR,DEMOCRAT,UNENROLLED,267362,38675.0,AYANNA PRESSLEY,DEMOCRAT
2020,MASSACHUSETTS,8,STEPHEN F LYNCH,JONATHAN D LOTT,DEMOCRAT,UNENROLLED,310940,72060.0,STEPHEN F LYNCH,DEMOCRAT
2020,MASSACHUSETTS,9,WILLIAM R KEATING,HELEN BRADY,DEMOCRAT,REPUBLICAN,260262,154261.0,WILLIAM R KEATING,DEMOCRAT
2020,MICHIGAN,1,JACK BERGMAN,DANA FERGUSON,REPUBLICAN,DEMOCRAT,256581,153328.0,JACK BERGMAN,REPUBLICAN
2020,MICHIGAN,2,BILL HUIZENGA,BRYAN BERGHOEF,REPUBLICAN,DEMOCRAT,238711,154122.0,BILL HUIZENGA,REPUBLICAN
2020,MICHIGAN,3,PETER MEIJER,HILLARY SCHOLTEN,REPUBLICAN,DEMOCRAT,213649,189769.0,PETER MEIJER,REPUBLICAN
2020,MICHIGAN,4,JOHN R MOOLENAAR,JERRY HILLIARD,REPUBLICAN,DEMOCRAT,242621,120802.0,JOHN R MOOLENAAR,REPUBLICAN
2020,MICHIGAN,5,DANIEL T KILDEE,TIM KELLY,DEMOCRAT,REPUBLICAN,196599,150772.0,DANIEL T KILDEE,DEMOCRAT
2020,MICHIGAN,6,FRED UPTON,JON HOADLEY,REPUBLICAN,DEMOCRAT,211496,152085.0,FRED UPTON,REPUBLICAN
2020,MICHIGAN,7,TIM WALBERG,GRETCHEN D DRISKELL,REPUBLICAN,DEMOCRAT,227524,159743.0,TIM WALBERG,REPUBLICAN
2020,MICHIGAN,8,ELISSA SLOTKIN,PAUL JUNGE,DEMOCRAT,REPUBLICAN,217922,202525.0,ELISSA SLOTKIN,DEMOCRAT
2020,MICHIGAN,9,ANDY LEVIN,CHARLES J LANGWORTHY,DEMOCRAT,REPUBLICAN,230318,153296.0,ANDY LEVIN,DEMOCRAT
2020,MICHIGAN,10,LISA MCCLAIN,KIMBERLY BIZON,REPUBLICAN,DEMOCRAT,271607,138179.0,LISA MCCLAIN,REPUBLICAN
2020,MICHIGAN,11,HALEY M STEVENS,ERIC S ESSHAKI,DEMOCRAT,REPUBLICAN,226128,215405.0,HALEY M STEVENS,DEMOCRAT
2020,MICHIGAN,12,DEBBIE DINGELL,JEFF JONES,DEMOCRAT,REPUBLICAN,254957,117719.0,DEBBIE DINGELL,DEMOCRAT
2020,MICHIGAN,13,RASHIDA TLAIB,DAVID DUDENHOEFER,DEMOCRAT,REPUBLICAN,223205,53311.0,RASHIDA TLAIB,DEMOCRAT
2020,MICHIGAN,14,BRENDA L LAWRENCE,ROBERT VANCE PATRICK,DEMOCRAT,REPUBLICAN,271370,62664.0,BRENDA L LAWRENCE,DEMOCRAT
2020,MINNESOTA,1,JIM HAGEDORN,DAN FEEHAN,REPUBLICAN,DEMOCRATIC-FARMER-LABOR,179234,167890.0,JIM HAGEDORN,REPUBLICAN
2020,MINNESOTA,2,ANGIE CRAIG,TYLER KISTNER,DEMOCRAT,REPUBLICAN,204534,194954.0,ANGIE CRAIG,DEMOCRAT
2020,MINNESOTA,3,DEAN PHILLIPS,KENDALL QUALLS,DEMOCRAT,REPUBLICAN,246666,196625.0,DEAN PHILLIPS,DEMOCRAT
2020,MINNESOTA,4,BETTY MCCOLLUM,GENE RECHTZIGEL,DEMOCRAT,REPUBLICAN,245813,112730.0,BETTY MCCOLLUM,DEMOCRAT
2020,MINNESOTA,5,ILHAN OMAR,LACY JOHNSON,DEMOCRAT,REPUBLICAN,255924,102878.0,ILHAN OMAR,DEMOCRAT
2020,MINNESOTA,6,TOM EMMER,TAWNJA ZAHRADKA,REPUBLICAN,DEMOCRATIC-FARMER-LABOR,270901,140853.0,TOM EMMER,REPUBLICAN
2020,MINNESOTA,7,MICHELLE FISCHBACH,COLLIN C PETERSON,REPUBLICAN,DEMOCRAT,194066,144840.0,MICHELLE FISCHBACH,REPUBLICAN
2020,MINNESOTA,8,PETE STAUBER,QUINN NYSTROM,REPUBLICAN,DEMOCRATIC-FARMER-LABOR,223432,147853.0,PETE STAUBER,REPUBLICAN
2020,MISSISSIPPI,1,TRENT KELLY,ANTONIA ELIASON,REPUBLICAN,DEMOCRAT,228787,104008.0,TRENT KELLY,REPUBLICAN
2020,MISSISSIPPI,2,BENNIE G THOMPSON,BRIAN FLOWERS,DEMOCRAT,REPUBLICAN,196224,101010.0,BENNIE G THOMPSON,DEMOCRAT
2020,MISSISSIPPI,3,MICHAEL GUEST,"DOROTHY ""DOT"" BENFORD",REPUBLICAN,DEMOCRAT,221064,120782.0,MICHAEL GUEST,REPUBLICAN
2020,MISSISSIPPI,4,STEVEN M PALAZZO,,REPUBLICAN,,255971,,STEVEN M PALAZZO,REPUBLICAN
2020,MISSOURI,1,CORI BUSH,ANTHONY ROGERS,DEMOCRAT,REPUBLICAN,249087,59940.0,CORI BUSH,DEMOCRAT
2020,MISSOURI,2,ANN WAGNER,JILL SCHUPP,REPUBLICAN,DEMOCRAT,233157,204540.0,ANN WAGNER,REPUBLICAN
2020,MISSOURI,3,BLAINE LUETKEMEYER,MEGAN REZABEK,REPUBLICAN,DEMOCRAT,282866,116095.0,BLAINE LUETKEMEYER,REPUBLICAN
2020,MISSOURI,4,VICKY HARTZLER,LINDSEY SIMMONS,REPUBLICAN,DEMOCRAT,245247,107635.0,VICKY HARTZLER,REPUBLICAN
2020,MISSOURI,5,EMANUEL CLEAVER,RYAN DERKS,DEMOCRAT,REPUBLICAN,207180,135934.0,EMANUEL CLEAVER,DEMOCRAT
2020,MISSOURI,6,SAM GRAVES,GENA L ROSS,REPUBLICAN,DEMOCRAT,258709,118926.0,SAM GRAVES,REPUBLICAN
2020,MISSOURI,7,BILLY LONG,TERESA MONTSENY,REPUBLICAN,DEMOCRAT,254318,98111.0,BILLY LONG,REPUBLICAN
2020,MISSOURI,8,JASON SMITH,KATHY ELLIS,REPUBLICAN,DEMOCRAT,253811,70561.0,JASON SMITH,REPUBLICAN
2020,MONTANA,0,MATT ROSENDALE,KATHLEEN WILLIAMS,REPUBLICAN,DEMOCRAT,339169,262340.0,MATT ROSENDALE,REPUBLICAN
2020,NEBRASKA,1,JEFF FORTENBERRY,KATE BOLZ,REPUBLICAN,DEMOCRAT,189006,119622.0,JEFF FORTENBERRY,REPUBLICAN
2020,NEBRASKA,2,DON BACON,KARA EASTMAN,REPUBLICAN,DEMOCRAT,171071,155706.0,DON BACON,REPUBLICAN
2020,NEBRASKA,3,ADRIAN SMITH,MARK ELWORTH JR,REPUBLICAN,DEMOCRAT,225157,50690.0,ADRIAN SMITH,REPUBLICAN
2020,NEVADA,1,DINA TITUS,JOYCE BENTLEY,DEMOCRAT,REPUBLICAN,137868,74490.0,DINA TITUS,DEMOCRAT
2020,NEVADA,2,MARK E AMODEI,PATRICIA ACKERMAN,REPUBLICAN,DEMOCRAT,216078,155780.0,MARK E AMODEI,REPUBLICAN
2020,NEVADA,3,SUSIE LEE,"DAN ""BIG DAN"" RODIMER",DEMOCRAT,REPUBLICAN,203421,190975.0,SUSIE LEE,DEMOCRAT
2020,NEVADA,4,STEVEN HORSFORD,JIM MARCHANT,DEMOCRAT,REPUBLICAN,168457,152284.0,STEVEN HORSFORD,DEMOCRAT
