,year,state,district,c1_x,c2_x,c1_party_x,c2_party_x,c1_votes,c2_votes,winner,winner_party,c1_y,c2_y,c1_party_y,c2_party_y,c1_pct,c2_pct
16,2018,CALIFORNIA,25,KATIE HILL,STEVE KNIGHT,DEMOCRAT,REPUBLICAN,245022,245022,KATIE HILL,DEMOCRAT,KATIE HILL,KATIE HILL,DEM,DEM,53.0,50.0
17,2018,CALIFORNIA,39,GIL CISNEROS,YOUNG KIM,DEMOCRAT,REPUBLICAN,244393,244393,GIL CISNEROS,DEMOCRAT,GIL CISNEROS,YOUNG KIM,DEM,REP,53.0,51.0
18,2018,CALIFORNIA,45,KATIE PORTER,MIMI WALTERS,DEMOCRAT,REPUBLICAN,305289,305289,KATIE PORTER,DEMOCRAT,KATIE PORTER,MIMI WALTERS,DEM,REP,52.0,50.0
19,2018,CALIFORNIA,48,DANA ROHRABACHER,HARLEY ROUDA,REPUBLICAN,DEMOCRAT,294736,294736,DANA ROHRABACHER,REPUBLICAN,DANA ROHRABACHER,DANA ROHRABACHER,REP,REP,52.0,50.7
20,2018,CALIFORNIA,49,DIANE L HARKEY,MIKE LEVIN,REPUBLICAN,DEMOCRAT,295030,295030,DIANE L HARKEY,REPUBLICAN,MIKE LEVIN,MIKE LEVIN,DEM,DEM,55.0,54.74
21,2018,CALIFORNIA,50,AMMAR CAMPA-NAJJAR,DUNCAN HUNTER,DEMOCRAT,REPUBLICAN,259810,259810,AMMAR CAMPA-NAJJAR,DEMOCRAT,DUNCAN HUNTER,DUNCAN HUNTER,REP,REP,53.0,51.0
22,2018,COLORADO,3,DIANE MITSCH BUSH,GAYLON KENT,DEMOCRAT,LIBERTARIAN,336189,336189,DIANE MITSCH BUSH,DEMOCRAT,SCOTT TIPTON,SCOTT TIPTON,REP,REP,53.0,46.0
23,2018,COLORADO,6,DAN CHAPIN,JASON CROW,UNAFFILIATED,DEMOCRAT,346817,346817,DAN CHAPIN,UNAFFILIATED,JASON CROW,JASON CROW,DEM,DEM,51.89,50.86
24,2018,FLORIDA,1,JENNIFER M ZIMMERMAN,MATT GAETZ,DEMOCRAT,REPUBLICAN,322388,322388,JENNIFER M ZIMMERMAN,DEMOCRAT,MATT GAETZ,JENNIFER M. ZIMMERMAN,REP,DEM,55.5,24.8
25,2018,FLORIDA,6,MICHAEL WALTZ,NANCY SODERBERG,REPUBLICAN,DEMOCRAT,333649,333649,MICHAEL WALTZ,REPUBLICAN,MICHAEL WALTZ,MICHAEL WALTZ,REP,REP,47.5,47.0
26,2018,FLORIDA,7,MIKE MILLER,STEPHANIE MURPHY,REPUBLICAN,DEMOCRAT,317398,317398,MIKE MILLER,REPUBLICAN,STEPHANIE MURPHY,MIKE MILLER,DEM,REP,47.3,45.8
27,2018,FLORIDA,9,DARREN SOTO,WAYNE LIEBNITZKY,DEMOCRAT,REPUBLICAN,296737,296737,DARREN SOTO,DEMOCRAT,DARREN SOTO,WAYNE LIEBNITZKY,DEM,REP,48.0,40.0
28,2018,FLORIDA,12,ANGELIKA PURKIS,CHRIS HUNTER,NO PARTY AFFILIATION,DEMOCRAT,334918,334918,ANGELIKA PURKIS,NO PARTY AFFILIATION,GUS MICHAEL BILIRAKIS,CHRIS HUNTER,REP,DEM,49.1,29.7
29,2018,FLORIDA,15,KRISTEN CARLSON,ROSS SPANO,DEMOCRAT,REPUBLICAN,285532,285532,KRISTEN CARLSON,DEMOCRAT,ROSS SPANO,KRISTEN CARLSON,REP,DEM,49.0,48.0
30,2018,FLORIDA,16,DAVID SHAPIRO,VERN BUCHANAN,DEMOCRAT,REPUBLICAN,361946,361946,DAVID SHAPIRO,DEMOCRAT,VERN BUCHANAN,VERN BUCHANAN,REP,REP,52.0,50.4
31,2018,FLORIDA,18,BRIAN MAST,LAUREN BAER,REPUBLICAN,DEMOCRAT,342359,342359,BRIAN MAST,REPUBLICAN,BRIAN MAST,BRIAN MAST,REP,REP,53.0,52.0
32,2018,FLORIDA,19,DAVID HOLDEN,FRANCIS ROONEY,DEMOCRAT,REPUBLICAN,339607,339607,DAVID HOLDEN,DEMOCRAT,FRANCIS ROONEY,DAVID HOLDEN,REP,DEM,51.0,42.0
33,2018,FLORIDA,25,MARIO DIAZ-BALART,MARY BARZEE FLORES,REPUBLICAN,DEMOCRAT,212845,212845,MARIO DIAZ-BALART,REPUBLICAN,MARIO DIAZ-BALART,MARIO DIAZ-BALART,REP,REP,46.0,41.0
34,2018,FLORIDA,26,CARLOS CURBELO,DEBBIE MUCARSEL-POWELL,REPUBLICAN,DEMOCRAT,235475,235475,CARLOS CURBELO,REPUBLICAN,DEBBIE MUCARSEL-POWELL,DEBBIE MUCARSEL-POWELL,DEM,DEM,50.0,49.0
35,2018,FLORIDA,27,DONNA SHALALA,MARIA ELVIRA SALAZAR,DEMOCRAT,REPUBLICAN,252586,252586,DONNA SHALALA,DEMOCRAT,MARIA ELVIRA SALAZAR,MARIA ELVIRA SALAZAR,REP,REP,51.0,50.0
36,2018,GEORGIA,3,CHUCK ENDERLIN,DREW FERGUSON,DEMOCRAT,REPUBLICAN,293006,293006,CHUCK ENDERLIN,DEMOCRAT,DREW FERGUSON,CHUCK ENDERLIN,REP,DEM,56.0,26.0
37,2018,GEORGIA,6,WRITEIN,KAREN HANDEL,,REPUBLICAN,317032,317014,WRITEIN,,LUCY MCBATH,KAREN HANDEL,DEM,REP,51.0,49.0
38,2018,GEORGIA,7,CAROLYN BOURDEAUX,ROB WOODALL,DEMOCRAT,REPUBLICAN,280441,280441,CAROLYN BOURDEAUX,DEMOCRAT,ROB WOODALL,ROB WOODALL,REP,REP,59.0,49.0
39,2018,IDAHO,1,CRISTINA MCNEIL,GORDON COUNSIL,DEMOCRAT,INDEPENDENT,315069,315069,CRISTINA MCNEIL,DEMOCRAT,RUSS FULCHER,CRISTINA MCNEIL,REP,DEM,35.0,27.0
40,2018,IDAHO,2,AARON SWISHER,MIKE SIMPSON,DEMOCRAT,REPUBLICAN,280655,280655,AARON SWISHER,DEMOCRAT,MIKE SIMPSON,AARON SWISHER,REP,DEM,59.0,23.0
41,2018,ILLINOIS,6,PETER J ROSKAM,SEAN CASTEN,REPUBLICAN,DEMOCRAT,315446,315446,PETER J ROSKAM,REPUBLICAN,SEAN CASTEN,SEAN CASTEN,DEM,DEM,49.0,47.0
42,2018,ILLINOIS,12,BRENDAN KELLY,MIKE BOST,DEMOCRAT,REPUBLICAN,261543,261543,BRENDAN KELLY,DEMOCRAT,MIKE BOST,MIKE BOST,REP,REP,50.0,47.87
43,2018,ILLINOIS,13,BETSY DIRKSEN LONDRIGAN,RODNEY DAVIS,DEMOCRAT,REPUBLICAN,270981,270981,BETSY DIRKSEN LONDRIGAN,DEMOCRAT,RODNEY DAVIS,RODNEY DAVIS,REP,REP,51.0,50.0
44,2018,ILLINOIS,14,LAUREN UNDERWOOD,"RANDALL M ""RANDY"" HULTGREN",DEMOCRAT,REPUBLICAN,297199,297199,LAUREN UNDERWOOD,DEMOCRAT,LAUREN UNDERWOOD,RANDY HULTGREN,DEM,REP,48.64,47.41
45,2018,ILLINOIS,16,ADAM KINZINGER,SARA DADY,REPUBLICAN,DEMOCRAT,255825,255825,ADAM KINZINGER,REPUBLICAN,ADAM KINZINGER,SARA DADY,REP,DEM,55.0,41.0
46,2018,INDIANA,3,COURTNEY TRITCH,JIM BANKS,DEMOCRAT,REPUBLICAN,245537,245537,COURTNEY TRITCH,DEMOCRAT,JIM BANKS,COURTNEY TRITCH,REP,DEM,55.0,34.0
47,2018,INDIANA,5,DEE THORNTON,SUSAN W BROOKS,DEMOCRAT,REPUBLICAN,317177,317177,DEE THORNTON,DEMOCRAT,SUSAN W. BROOKS,DEE THORNTON,REP,DEM,50.0,44.0
48,2018,INDIANA,9,LIZ WATSON,TREY HOLLINGSWORTH,DEMOCRAT,REPUBLICAN,271361,271361,LIZ WATSON,DEMOCRAT,TREY HOLLINGSWORTH,LIZ WATSON,REP,DEM,52.0,45.0
49,2018,IOWA,1,ABBY FINKENAUER,ROD BLUM,DEMOCRAT,REPUBLICAN,334243,334243,ABBY FINKENAUER,DEMOCRAT,ABBY FINKENAUER,ABBY FINKENAUER,DEM,DEM,53.0,51.5
50,2018,IOWA,2,CHRISTOPHER PETERS,DANIEL CLARK,REPUBLICAN,INDEPENDENT,312913,312913,CHRISTOPHER PETERS,REPUBLICAN,DAVE LOEBSACK,DAVE LOEBSACK,DEM,DEM,52.6,46.0
51,2018,IOWA,3,BRYAN JACK HOLDER,CINDY AXNE,LIBERTARIAN,DEMOCRAT,356241,356241,BRYAN JACK HOLDER,LIBERTARIAN,DAVID YOUNG,CINDY AXNE,REP,DEM,46.5,46.0
52,2018,IOWA,4,CHARLES ALDRICH,EDWARD PETERSON,LIBERTARIAN,INDEPENDENT,313251,313251,CHARLES ALDRICH,LIBERTARIAN,STEVE KING,STEVE KING,REP,REP,54.0,53.0
53,2018,KANSAS,1,ALAN LAPOLICE,ROGER MARSHALL,DEMOCRAT,REPUBLICAN,224640,224640,ALAN LAPOLICE,DEMOCRAT,ROGER MARSHALL,ROGER MARSHALL,REP,REP,60.0,51.1
54,2018,KANSAS,2,KELLY STANDLEY,PAUL DAVIS,LIBERTARIAN,DEMOCRAT,264688,264688,KELLY STANDLEY,LIBERTARIAN,STEVE WATKINS,PAUL DAVIS,REP,DEM,47.8,46.2
55,2018,KANSAS,3,CHRIS CLEMMONS,KEVIN YODER,LIBERTARIAN,REPUBLICAN,318301,318301,CHRIS CLEMMONS,LIBERTARIAN,SHARICE DAVIDS,SHARICE DAVIDS,DEM,DEM,55.4,50.8
56,2018,KANSAS,4,JAMES A THOMPSON,RON ESTES,DEMOCRAT,REPUBLICAN,242693,242693,JAMES A THOMPSON,DEMOCRAT,RON ESTES,RON ESTES,REP,REP,63.1,50.1
57,2018,KENTUCKY,6,AMY MCGRATH,ANDY BARR,DEMOCRAT,REPUBLICAN,302888,302888,AMY MCGRATH,DEMOCRAT,AMY MCGRATH,AMY MCGRATH,DEM,DEM,52.0,51.0
58,2018,LOUISIANA,3,"""JOSH"" GUILLORY","""ROB"" ANDERSON",REPUBLICAN,DEMOCRAT,245943,245943,"""JOSH"" GUILLORY",REPUBLICAN,CLAY HIGGINS,CLAY HIGGINS,REP,REP,69.2,61.7
59,2018,MAINE,1,CHELLIE PINGREE,MARK I HOLBROOK,DEMOCRAT,REPUBLICAN,342053,342053,CHELLIE PINGREE,DEMOCRAT,CHELLIE PINGREE,CHELLIE PINGREE,DEM,DEM,56.2,53.4
60,2018,MAINE,2,BRUCE POLIQUIN,JARED F GOLDEN,REPUBLICAN,DEMOCRAT,281371,281371,BRUCE POLIQUIN,REPUBLICAN,JARED FORREST GOLDEN,JARED FORREST GOLDEN,DEM,DEM,54.0,51.0
61,2018,MICHIGAN,1,JACK BERGMAN,MATTHEW W MORGAN,REPUBLICAN,DEMOCRAT,332497,332497,JACK BERGMAN,REPUBLICAN,JACK BERGMAN,MATT MORGAN,REP,DEM,54.0,42.0
62,2018,MICHIGAN,2,BILL HUIZENGA,ROB DAVIDSON,REPUBLICAN,DEMOCRAT,305463,305463,BILL HUIZENGA,REPUBLICAN,BILL HUIZENGA,BILL HUIZENGA,REP,REP,50.0,48.0
63,2018,MICHIGAN,6,FRED UPTON,MATT LONGJOHN,REPUBLICAN,DEMOCRAT,293438,293438,FRED UPTON,REPUBLICAN,FRED UPTON,FRED UPTON,REP,REP,49.0,49.0
64,2018,MICHIGAN,7,GRETCHEN DRISKELL,TIM WALBERG,DEMOCRAT,REPUBLICAN,295060,295060,GRETCHEN DRISKELL,DEMOCRAT,TIM WALBERG,GRETCHEN DRISKELL,REP,DEM,41.0,37.0
65,2018,MICHIGAN,8,BRIAN ELLISON,DAVID J LILLIS,LIBERTARIAN,US TAXPAYERS,341593,341593,BRIAN ELLISON,LIBERTARIAN,ELISSA SLOTKIN,MIKE BISHOP,DEM,REP,49.05,49.0
66,2018,MICHIGAN,11,COOPER NYE,HALEY STEVENS,NO  AFFILIATION,DEMOCRAT,350901,350901,COOPER NYE,NO  AFFILIATION,HALEY STEVENS,LENA EPSTEIN,DEM,REP,48.0,48.0
67,2018,MINNESOTA,1,DAN FEEHAN,JIM HAGEDORN,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,291661,291661,DAN FEEHAN,DEMOCRATIC-FARMER-LABOR,DAN FEEHAN,JIM HAGEDORN,DEM,REP,47.0,47.0
68,2018,MINNESOTA,2,ANGIE CRAIG,JASON LEWIS,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,337968,337968,ANGIE CRAIG,DEMOCRATIC-FARMER-LABOR,ANGIE CRAIG,ANGIE CRAIG,DEM,DEM,52.0,51.4
69,2018,MINNESOTA,3,DEAN PHILLIPS,ERIK PAULSEN,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,363949,363949,DEAN PHILLIPS,DEMOCRATIC-FARMER-LABOR,DEAN PHILLIPS,DEAN PHILLIPS,DEM,DEM,52.0,51.0
70,2018,MINNESOTA,7,COLLIN C PETERSON,DAVE HUGHES,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,281509,281509,COLLIN C PETERSON,DEMOCRATIC-FARMER-LABOR,COLLIN PETERSON,DAVE HUGHES,DEM,REP,53.0,35.0
71,2018,MINNESOTA,8,JOE RADINOVICH,PETE STAUBER,DEMOCRATIC-FARMER-LABOR,REPUBLICAN,314211,314211,JOE RADINOVICH,DEMOCRATIC-FARMER-LABOR,PETE STAUBER,PETE STAUBER,REP,REP,49.15,48.13
72,2018,MISSISSIPPI,1,RANDY MACK WADKINS,TRACELLA LOU O'HARA HILL,DEMOCRAT,REFORM,236521,236521,RANDY MACK WADKINS,DEMOCRAT,TRENT KELLY,RANDY WADKINS,REP,DEM,57.19,28.18
73,2018,MISSISSIPPI,2,BENNIE G THOMPSON,IRVING HARRIS,DEMOCRAT,REFORM,221379,221379,BENNIE G THOMPSON,DEMOCRAT,BENNIE G. THOMPSON,IRVING HARRIS,DEM,REF,50.66,22.13
74,2018,MISSISSIPPI,3,MATTHEW HOLLAND,MICHAEL GUEST,REFORM,REPUBLICAN,257271,257271,MATTHEW HOLLAND,REFORM,MICHAEL GUEST,MARY BRANNON,REP,DEM,56.11,26.87
75,2018,MISSISSIPPI,4,JERAMEY ANDERSON,LAJENA SHEETS,DEMOCRAT,REFORM,223732,223732,JERAMEY ANDERSON,DEMOCRAT,STEVEN PALAZZO,JERAMEY ANDERSON,REP,DEM,53.66,36.68
76,2018,MISSOURI,2,ANN WAGNER,CORT VANOSTRAN,REPUBLICAN,DEMOCRAT,376066,376066,ANN WAGNER,REPUBLICAN,ANN WAGNER,CORT VANOSTRAN,REP,DEM,51.0,43.0
77,2018,NEBRASKA,1,JEFF FORTENBERRY,JESSICA MCCLURE,REPUBLICAN,DEMOCRAT,234781,234781,JEFF FORTENBERRY,REPUBLICAN,JEFF FORTENBERRY,JESSICA MCCLURE,REP,DEM,55.0,39.0
78,2018,NEBRASKA,2,DON BACON,KARA EASTMAN,REPUBLICAN,DEMOCRAT,248485,248485,DON BACON,REPUBLICAN,DON BACON,DON BACON,REP,REP,52.0,50.85
79,2018,NEVADA,1,DAN GARFIELD,DINA TITUS,INDEPENDENT AMERICAN,DEMOCRAT,152201,152201,DAN GARFIELD,INDEPENDENT AMERICAN,DINA TITUS,DINA TITUS,DEM,DEM,58.3,50.2
80,2018,NEVADA,2,CLINT KOBLE,MARK E AMODEI,DEMOCRAT,REPUBLICAN,287537,287537,CLINT KOBLE,DEMOCRAT,MARK E. AMODEI,CLINT KOBLE,REP,DEM,57.5,36.9
81,2018,NEVADA,3,DANNY TARKANIAN,DAVID GOOSEEN,REPUBLICAN,INDEPENDENT,286168,286168,DANNY TARKANIAN,REPUBLICAN,SUSIE LEE,DANNY TARKANIAN,DEM,REP,50.6,41.4
82,2018,NEVADA,4,CRESENT HARDY,DEAN MCGONIGLE,REPUBLICAN,INDEPENDENT,234868,234868,CRESENT HARDY,REPUBLICAN,STEVEN HORSFORD,STEVEN HORSFORD,DEM,DEM,49.0,48.0
83,2018,NEW HAMPSHIRE,1,CHRIS PAPPAS,DAN BELFORTI,DEMOCRAT,LIBERTARIAN,291039,291039,CHRIS PAPPAS,DEMOCRAT,CHRIS PAPPAS,CHRIS PAPPAS,DEM,DEM,55.0,53.0
84,2018,NEW HAMPSHIRE,2,ANNE MCLANE KUSTER,JUSTIN O'DONNELL,DEMOCRAT,LIBERTARIAN,279705,279705,ANNE MCLANE KUSTER,DEMOCRAT,ANN MCLANE KUSTER,ANN MCLANE KUSTER,DEM,DEM,56.0,54.0
85,2018,NEW JERSEY,2,ANTHONY PARISI SANCHEZ,JEFF VAN DREW,CANNOT BE BOUGHT,DEMOCRAT,258363,258363,ANTHONY PARISI SANCHEZ,CANNOT BE BOUGHT,JEFF VAN DREW,JEFF VAN DREW,DEM,DEM,55.1,55.0
86,2018,NEW JERSEY,3,ANDY KIM,LAWRENCE BERLINSKI,DEMOCRAT,CONSTITUTION,306875,306875,ANDY KIM,DEMOCRAT,ANDY KIM,ANDY KIM,DEM,DEM,52.01,50.0
87,2018,NEW JERSEY,5,JAMES TOSONE,JOHN J MCCANN JR,LIBERTARIAN,REPUBLICAN,301823,301823,JAMES TOSONE,LIBERTARIAN,JOSH GOTTHEIMER,JOHN MCCANN,DEM,REP,47.0,39.0
88,2018,NEW JERSEY,7,DIANE MOXLEY,GREGG MELE,GREEN,"FREEDOM, RESPONSIBILITY, ACTION",322742,322742,DIANE MOXLEY,GREEN,TOM MALINOWSKI,TOM MALINOWSKI,DEM,DEM,48.0,47.39
89,2018,NEW JERSEY,11,JAY WEBBER,MIKIE SHERRILL,REPUBLICAN,DEMOCRAT,323574,323574,JAY WEBBER,REPUBLICAN,MIKIE SHERRILL,MIKIE SHERRILL,DEM,DEM,50.0,48.81
90,2018,NEW MEXICO,1,DEBRA A HAALAND,JANICE E ARNOLD-JONES,DEMOCRAT,REPUBLICAN,249162,249162,DEBRA A HAALAND,DEMOCRAT,DEBRA A. HAALAND,DEBRA A. HAALAND,DEM,DEM,51.4,51.3
91,2018,NEW MEXICO,2,XOCHITL TORRES SMALL,YVETTE HERRELL,DEMOCRAT,REPUBLICAN,199256,199256,XOCHITL TORRES SMALL,DEMOCRAT,YVETTE HERRELL,YVETTE HERRELL,REP,REP,49.0,48.5
92,2018,NEW MEXICO,3,BEN R LUJAN,CHRISTOPHER MANNING,DEMOCRAT,LIBERTARIAN,244893,244893,BEN R LUJAN,DEMOCRAT,BEN RAY LUJÁN,BEN RAY LUJÁN,DEM,DEM,58.1,57.3
93,2018,NEW YORK,1,KATE M BROWNING,LEE M ZELDIN,WOMEN'S EQUALITY,CONSERVATIVE,270053,270053,KATE M BROWNING,WOMEN'S EQUALITY,LEE M. ZELDIN,LEE M. ZELDIN,REP,REP,52.0,49.5
94,2018,NEW YORK,11,DAN DONOVAN,DAN DONOVAN,CONSERVATIVE,INDEPENDENCE,192173,192173,DAN DONOVAN,CONSERVATIVE,DAN DONOVAN,DAN DONOVAN,REP,REP,47.0,43.8
95,2018,NEW YORK,19,ANTONIO DELGADO,ANTONIO DELGADO,DEMOCRAT,WOMEN'S EQUALITY,287986,287986,ANTONIO DELGADO,DEMOCRAT,ANTONIO DELGADO,ANTONIO DELGADO,DEM,DEM,51.0,49.0
